solution_hint,problem_clarity,domain_knowledge_required,logical_reasoning_required,atypicality,verification_difficulty,standard_pattern_available,error_specificity,reproduction_clarity,expected_behavior_clarity,debugging_complexity,codebase_scope,information_completeness,similar_issue_likelihood,side_effect_risk,test_comprehensiveness,test_assertion_complexity,test_edge_case_coverage,solution_complexity,integration_complexity,_task_id,_extracted_at,_model,_provider,instance_id,entry_point_clarity,change_blast_radius,fix_localization
3,5,4,3,3,2,1,4,5,5,2,2,5,1,3,3,2,3,3,3,sympy__sympy-15599,2026-03-06T15:21:33.155021,gpt-5.4-2026-03-05,openai,sympy__sympy-15599,5,2,5
3,5,3,2,2,2,1,4,3,4,1,2,4,1,3,1,2,1,1,2,pytest-dev__pytest-7982,2026-03-06T15:20:52.421279,gpt-5.4-2026-03-05,openai,pytest-dev__pytest-7982,5,2,5
3,5,3,2,2,2,1,5,4,5,2,2,4,1,2,4,3,4,1,2,django__django-11451,2026-03-06T15:18:51.905607,gpt-5.4-2026-03-05,openai,django__django-11451,5,2,5
1,4,4,3,4,3,0,4,5,4,3,2,5,1,3,4,3,4,2,2,sympy__sympy-15976,2026-03-06T15:21:33.158853,gpt-5.4-2026-03-05,openai,sympy__sympy-15976,4,2,5
1,4,4,4,4,4,0,5,5,4,4,3,4,1,4,4,2,3,4,4,django__django-15957,2026-03-06T15:20:05.728957,gpt-5.4-2026-03-05,openai,django__django-15957,4,3,3
2,4,4,3,3,3,1,4,2,4,2,2,3,1,3,1,2,1,2,3,django__django-12050,2026-03-06T15:19:07.303375,gpt-5.4-2026-03-05,openai,django__django-12050,5,2,5
1,5,4,4,4,3,0,5,5,5,4,3,4,0,3,2,3,2,2,4,django__django-15280,2026-03-06T15:19:50.221648,gpt-5.4-2026-03-05,openai,django__django-15280,3,3,3
1,5,4,3,4,2,0,5,5,5,3,3,5,0,3,3,2,3,2,3,pytest-dev__pytest-7490,2026-03-06T15:20:51.408483,gpt-5.4-2026-03-05,openai,pytest-dev__pytest-7490,4,2,4
2,4,4,3,3,3,1,5,5,4,2,2,4,1,2,4,3,4,2,3,django__django-13568,2026-03-06T15:19:26.422979,gpt-5.4-2026-03-05,openai,django__django-13568,5,2,5
2,4,4,4,4,4,0,4,3,3,4,2,3,1,3,2,2,3,2,3,django__django-11555,2026-03-06T15:18:51.348670,gpt-5.4-2026-03-05,openai,django__django-11555,4,3,4
2,5,3,3,2,2,1,5,5,4,2,2,5,1,2,3,2,3,1,2,scikit-learn__scikit-learn-13135,2026-03-06T15:20:57.111962,gpt-5.4-2026-03-05,openai,scikit-learn__scikit-learn-13135,5,2,5
3,5,3,2,3,2,1,5,4,5,1,1,4,1,2,3,3,4,3,3,django__django-13513,2026-03-06T15:19:26.408687,gpt-5.4-2026-03-05,openai,django__django-13513,5,1,5
1,4,4,4,4,3,0,5,5,4,4,3,4,1,3,4,3,3,3,4,django__django-10554,2026-03-06T15:18:48.424090,gpt-5.4-2026-03-05,openai,django__django-10554,4,2,5
3,5,3,2,3,2,1,5,5,5,1,2,5,1,2,2,1,2,2,3,pydata__xarray-4075,2026-03-06T15:20:31.658047,gpt-5.4-2026-03-05,openai,pydata__xarray-4075,5,1,5
2,4,4,3,3,3,1,4,5,4,2,2,4,1,3,2,2,2,2,3,matplotlib__matplotlib-24627,2026-03-06T15:20:30.900408,gpt-5.4-2026-03-05,openai,matplotlib__matplotlib-24627,4,3,4
3,5,4,4,4,3,0,4,5,4,2,2,4,1,3,3,3,2,2,3,django__django-13401,2026-03-06T15:19:25.887677,gpt-5.4-2026-03-05,openai,django__django-13401,5,3,5
2,4,5,4,4,4,1,5,5,4,3,2,4,1,4,4,4,4,3,4,astropy__astropy-13977,2026-03-06T15:15:12.683192,gpt-5.4-2026-03-05,openai,astropy__astropy-13977,5,3,4
2,4,4,3,2,3,1,3,2,4,2,2,3,1,3,3,2,2,1,2,django__django-11095,2026-03-06T15:18:50.855069,gpt-5.4-2026-03-05,openai,django__django-11095,5,2,5
2,4,4,3,2,2,1,3,2,4,2,2,2,1,2,2,2,1,2,3,django__django-12713,2026-03-06T15:19:10.319247,gpt-5.4-2026-03-05,openai,django__django-12713,5,2,5
1,4,4,3,3,3,1,4,5,4,3,2,4,1,3,3,2,3,1,2,django__django-13417,2026-03-06T15:19:25.888708,gpt-5.4-2026-03-05,openai,django__django-13417,4,2,4
1,4,3,3,4,3,0,4,5,4,3,2,4,1,3,3,2,4,2,3,sympy__sympy-13031,2026-03-06T15:21:29.861106,gpt-5.4-2026-03-05,openai,sympy__sympy-13031,5,2,4
2,4,3,3,3,3,1,5,5,5,2,2,4,1,4,2,1,2,1,2,sympy__sympy-15809,2026-03-06T15:21:32.443451,gpt-5.4-2026-03-05,openai,sympy__sympy-15809,5,2,5
1,4,4,4,4,3,0,5,5,3,4,3,5,1,3,3,2,3,2,3,sympy__sympy-13877,2026-03-06T15:21:30.670761,gpt-5.4-2026-03-05,openai,sympy__sympy-13877,4,2,5
2,4,4,3,3,3,1,4,3,4,2,2,4,1,3,3,2,3,2,2,django__django-13786,2026-03-06T15:19:27.033969,gpt-5.4-2026-03-05,openai,django__django-13786,5,2,5
1,4,3,2,3,2,1,4,5,4,2,2,4,1,3,3,2,2,1,2,django__django-16642,2026-03-06T15:20:10.538857,gpt-5.4-2026-03-05,openai,django__django-16642,4,1,5
3,5,3,2,3,2,0,5,5,5,2,2,5,1,3,3,3,2,1,2,pytest-dev__pytest-6202,2026-03-06T15:20:51.751512,gpt-5.4-2026-03-05,openai,pytest-dev__pytest-6202,5,2,5
2,4,4,3,3,3,1,4,4,5,4,3,4,1,3,2,2,1,4,4,django__django-11885,2026-03-06T15:19:07.051832,gpt-5.4-2026-03-05,openai,django__django-11885,4,2,4
1,4,4,3,3,3,1,4,3,4,3,2,3,1,3,3,2,2,3,3,sphinx-doc__sphinx-7748,2026-03-06T15:21:11.853847,gpt-5.4-2026-03-05,openai,sphinx-doc__sphinx-7748,4,2,4
2,5,4,3,4,3,1,5,5,4,2,2,4,1,3,2,2,2,2,2,matplotlib__matplotlib-24149,2026-03-06T15:20:27.747323,gpt-5.4-2026-03-05,openai,matplotlib__matplotlib-24149,5,2,5
2,4,3,2,3,2,1,5,3,4,2,2,4,1,2,2,2,2,1,2,django__django-15741,2026-03-06T15:19:51.233371,gpt-5.4-2026-03-05,openai,django__django-15741,5,2,5
1,4,4,4,4,4,0,4,2,4,4,2,3,1,3,2,3,2,1,3,django__django-14500,2026-03-06T15:19:31.125208,gpt-5.4-2026-03-05,openai,django__django-14500,4,2,5
2,4,4,3,3,3,0,4,5,4,4,4,4,1,4,4,3,4,3,4,scikit-learn__scikit-learn-25102,2026-03-06T15:21:09.953089,gpt-5.4-2026-03-05,openai,scikit-learn__scikit-learn-25102,4,3,4
1,4,4,4,4,3,0,5,5,4,3,3,4,1,3,3,2,3,3,4,sympy__sympy-20438,2026-03-06T15:21:56.546156,gpt-5.4-2026-03-05,openai,sympy__sympy-20438,4,2,5
3,5,3,2,2,2,1,5,5,5,1,1,4,1,2,1,1,1,1,2,sympy__sympy-16766,2026-03-06T15:21:37.258034,gpt-5.4-2026-03-05,openai,sympy__sympy-16766,5,1,5
2,4,3,2,2,2,1,4,3,4,2,2,3,1,2,3,2,3,1,2,django__django-13512,2026-03-06T15:19:26.411025,gpt-5.4-2026-03-05,openai,django__django-13512,4,2,5
2,5,3,2,2,2,1,5,5,4,2,1,4,1,2,3,2,3,2,2,astropy__astropy-7606,2026-03-06T15:18:47.676857,gpt-5.4-2026-03-05,openai,astropy__astropy-7606,5,2,5
2,4,4,3,3,3,1,4,5,4,2,2,4,1,3,2,2,2,1,2,sympy__sympy-14976,2026-03-06T15:21:32.321609,gpt-5.4-2026-03-05,openai,sympy__sympy-14976,4,2,5
3,5,4,3,3,2,1,5,5,4,2,2,4,1,2,3,2,3,1,2,django__django-14238,2026-03-06T15:19:29.075107,gpt-5.4-2026-03-05,openai,django__django-14238,5,2,5
2,4,3,2,2,3,1,4,3,4,2,2,4,1,4,2,2,2,1,2,django__django-10914,2026-03-06T15:18:48.132100,gpt-5.4-2026-03-05,openai,django__django-10914,5,2,5
3,4,3,2,2,2,1,4,3,4,2,2,3,1,2,3,2,3,1,2,django__django-14404,2026-03-06T15:19:29.978268,gpt-5.4-2026-03-05,openai,django__django-14404,5,2,5
1,3,5,4,4,5,0,4,4,4,4,3,4,1,4,2,1,2,1,2,psf__requests-6028,2026-03-06T15:20:30.900019,gpt-5.4-2026-03-05,openai,psf__requests-6028,3,2,4
3,5,4,4,4,3,0,5,5,4,2,2,4,1,3,2,2,2,2,3,django__django-13569,2026-03-06T15:19:26.966429,gpt-5.4-2026-03-05,openai,django__django-13569,5,2,4
2,5,3,2,2,2,1,4,3,5,2,2,4,1,2,2,2,3,1,1,pylint-dev__pylint-4970,2026-03-06T15:20:49.777606,gpt-5.4-2026-03-05,openai,pylint-dev__pylint-4970,4,2,5
2,4,3,3,3,3,1,4,5,5,2,2,4,1,3,4,3,3,3,3,matplotlib__matplotlib-24870,2026-03-06T15:20:29.606241,gpt-5.4-2026-03-05,openai,matplotlib__matplotlib-24870,4,2,4
1,5,4,3,4,2,0,5,5,4,4,2,4,1,2,3,2,2,2,3,matplotlib__matplotlib-25332,2026-03-06T15:20:28.861457,gpt-5.4-2026-03-05,openai,matplotlib__matplotlib-25332,4,2,4
1,5,3,2,2,2,1,4,5,5,2,2,5,1,3,2,2,2,1,2,sphinx-doc__sphinx-8595,2026-03-06T15:21:17.225600,gpt-5.4-2026-03-05,openai,sphinx-doc__sphinx-8595,4,2,5
3,5,3,2,3,2,1,4,3,5,1,1,4,1,3,3,2,2,1,2,scikit-learn__scikit-learn-12973,2026-03-06T15:20:56.298475,gpt-5.4-2026-03-05,openai,scikit-learn__scikit-learn-12973,5,2,5
2,5,4,3,4,3,0,4,5,5,3,2,4,1,2,2,2,2,1,2,django__django-17087,2026-03-06T15:20:08.595298,gpt-5.4-2026-03-05,openai,django__django-17087,4,2,5
2,4,5,4,4,4,0,5,4,4,5,3,5,0,3,2,2,2,2,4,django__django-14351,2026-03-06T15:19:30.807335,gpt-5.4-2026-03-05,openai,django__django-14351,3,3,4
0,4,4,4,4,3,0,5,5,3,3,2,5,1,3,2,2,2,2,3,sympy__sympy-19954,2026-03-06T15:21:57.697413,gpt-5.4-2026-03-05,openai,sympy__sympy-19954,5,2,5
2,4,4,3,2,3,1,3,2,4,2,2,3,1,3,3,4,4,2,3,django__django-16100,2026-03-06T15:20:05.202002,gpt-5.4-2026-03-05,openai,django__django-16100,4,2,5
3,4,3,2,2,2,1,4,2,4,2,2,4,1,2,2,2,2,1,2,django__django-12143,2026-03-06T15:19:07.713399,gpt-5.4-2026-03-05,openai,django__django-12143,5,2,5
1,4,4,3,4,3,0,4,5,4,4,3,4,1,3,3,2,3,2,3,django__django-16950,2026-03-06T15:20:08.706160,gpt-5.4-2026-03-05,openai,django__django-16950,4,2,5
2,5,4,3,3,3,0,4,5,5,2,2,5,1,3,2,2,2,1,2,sphinx-doc__sphinx-10323,2026-03-06T15:21:10.580946,gpt-5.4-2026-03-05,openai,sphinx-doc__sphinx-10323,5,2,5
3,5,2,2,2,2,1,5,4,4,1,1,4,1,2,2,2,2,2,2,django__django-12155,2026-03-06T15:19:09.974997,gpt-5.4-2026-03-05,openai,django__django-12155,5,2,5
2,4,3,3,3,3,1,4,3,4,2,2,4,1,3,2,2,2,1,2,django__django-16116,2026-03-06T15:20:07.696406,gpt-5.4-2026-03-05,openai,django__django-16116,5,2,5
3,5,4,3,4,2,1,5,3,4,2,2,4,1,2,2,2,2,2,2,django__django-13590,2026-03-06T15:19:28.901321,gpt-5.4-2026-03-05,openai,django__django-13590,5,2,5
3,5,3,2,2,2,1,4,3,5,2,1,4,1,2,2,2,2,1,2,django__django-17029,2026-03-06T15:20:09.510817,gpt-5.4-2026-03-05,openai,django__django-17029,5,2,5
1,4,4,3,4,3,0,5,5,4,3,2,4,1,3,3,2,3,2,3,sympy__sympy-22080,2026-03-06T15:21:57.249474,gpt-5.4-2026-03-05,openai,sympy__sympy-22080,4,2,4
1,4,4,4,3,3,1,5,4,4,4,3,4,1,3,2,2,2,2,3,django__django-15278,2026-03-06T15:19:48.029368,gpt-5.4-2026-03-05,openai,django__django-15278,4,2,5
2,5,4,3,4,3,1,5,5,5,2,2,4,1,3,3,3,3,2,3,django__django-16454,2026-03-06T15:20:07.418452,gpt-5.4-2026-03-05,openai,django__django-16454,5,2,5
2,5,4,3,3,3,1,4,3,5,2,2,4,1,3,2,2,1,2,2,django__django-13343,2026-03-06T15:19:11.266535,gpt-5.4-2026-03-05,openai,django__django-13343,5,2,4
1,5,4,3,4,2,1,5,5,4,3,2,5,1,2,3,3,3,2,3,django__django-16136,2026-03-06T15:20:07.442459,gpt-5.4-2026-03-05,openai,django__django-16136,4,2,5
1,4,4,3,4,3,0,4,5,4,4,3,4,1,3,2,2,2,2,3,django__django-13158,2026-03-06T15:19:10.361224,gpt-5.4-2026-03-05,openai,django__django-13158,4,2,4
2,5,3,3,3,3,1,5,5,4,2,2,5,1,3,4,2,4,2,2,pylint-dev__pylint-8898,2026-03-06T15:20:49.968675,gpt-5.4-2026-03-05,openai,pylint-dev__pylint-8898,4,2,4
1,5,4,3,4,3,0,5,5,4,3,2,4,1,2,3,3,2,2,3,sympy__sympy-24066,2026-03-06T15:21:57.930069,gpt-5.4-2026-03-05,openai,sympy__sympy-24066,5,2,4
3,5,4,2,3,2,1,5,5,4,1,1,5,1,1,3,2,3,1,2,django__django-14672,2026-03-06T15:19:46.851578,gpt-5.4-2026-03-05,openai,django__django-14672,5,2,5
3,5,4,2,3,2,1,5,5,5,1,1,5,1,1,3,2,2,1,2,sympy__sympy-23824,2026-03-06T15:21:59.815916,gpt-5.4-2026-03-05,openai,sympy__sympy-23824,5,1,5
3,5,4,2,2,3,1,4,5,4,2,2,4,1,3,3,3,2,1,2,django__django-13363,2026-03-06T15:19:25.360679,gpt-5.4-2026-03-05,openai,django__django-13363,5,2,5
1,5,3,2,2,2,1,5,5,5,2,1,5,1,1,2,2,1,2,2,scikit-learn__scikit-learn-14983,2026-03-06T15:21:12.507655,gpt-5.4-2026-03-05,openai,scikit-learn__scikit-learn-14983,5,1,5
2,4,4,3,4,3,0,5,5,4,2,2,4,1,3,4,3,4,4,4,sphinx-doc__sphinx-7590,2026-03-06T15:21:11.266436,gpt-5.4-2026-03-05,openai,sphinx-doc__sphinx-7590,5,2,4
1,5,4,3,3,2,1,4,5,4,3,2,5,1,3,2,1,2,3,4,matplotlib__matplotlib-14623,2026-03-06T15:20:10.288221,gpt-5.4-2026-03-05,openai,matplotlib__matplotlib-14623,4,2,5
3,5,3,2,2,2,1,4,2,4,2,1,3,1,2,3,3,2,1,2,django__django-16527,2026-03-06T15:20:07.193971,gpt-5.4-2026-03-05,openai,django__django-16527,5,2,5
1,4,4,4,4,3,0,5,5,4,4,3,4,1,3,3,2,3,3,4,django__django-16032,2026-03-06T15:20:05.328129,gpt-5.4-2026-03-05,openai,django__django-16032,4,2,4
2,5,4,3,4,3,0,4,5,5,2,2,5,1,3,2,2,2,2,2,pydata__xarray-2905,2026-03-06T15:20:30.132205,gpt-5.4-2026-03-05,openai,pydata__xarray-2905,5,3,4
2,4,4,4,4,4,0,5,4,4,3,2,4,1,3,3,3,3,1,2,django__django-12708,2026-03-06T15:19:08.690851,gpt-5.4-2026-03-05,openai,django__django-12708,5,2,5
2,4,4,4,3,4,1,4,4,3,2,2,4,1,3,4,3,4,2,3,django__django-15022,2026-03-06T15:19:49.235524,gpt-5.4-2026-03-05,openai,django__django-15022,4,2,5
1,5,4,3,3,2,1,5,5,4,2,2,4,1,3,2,1,2,1,2,sympy__sympy-17655,2026-03-06T15:21:57.813876,gpt-5.4-2026-03-05,openai,sympy__sympy-17655,5,2,5
2,5,2,2,2,2,1,4,5,5,2,1,4,1,2,2,1,2,1,1,sphinx-doc__sphinx-9367,2026-03-06T15:21:27.712870,gpt-5.4-2026-03-05,openai,sphinx-doc__sphinx-9367,5,1,5
1,5,4,3,3,3,1,5,5,4,3,2,5,1,3,2,3,3,1,2,pylint-dev__pylint-7080,2026-03-06T15:20:51.600427,gpt-5.4-2026-03-05,openai,pylint-dev__pylint-7080,4,2,5
2,4,3,2,2,2,1,4,3,4,2,2,4,1,2,3,2,2,2,3,astropy__astropy-8707,2026-03-06T15:18:49.586436,gpt-5.4-2026-03-05,openai,astropy__astropy-8707,5,2,4
1,4,4,4,4,3,0,5,5,4,4,3,4,1,3,2,2,2,3,4,django__django-11734,2026-03-06T15:18:52.417734,gpt-5.4-2026-03-05,openai,django__django-11734,4,3,4
2,5,3,3,2,2,1,4,5,4,2,2,5,1,3,2,2,1,2,3,pydata__xarray-4687,2026-03-06T15:20:35.807144,gpt-5.4-2026-03-05,openai,pydata__xarray-4687,5,2,5
2,4,3,3,3,2,1,5,5,4,2,2,5,1,3,2,2,2,2,2,astropy__astropy-7671,2026-03-06T15:18:48.136340,gpt-5.4-2026-03-05,openai,astropy__astropy-7671,5,2,5
3,5,2,2,2,3,1,4,4,4,1,2,4,1,4,5,3,4,2,4,django__django-11276,2026-03-06T15:18:50.908158,gpt-5.4-2026-03-05,openai,django__django-11276,5,3,5
2,4,3,2,2,2,1,3,3,5,2,2,3,1,3,1,1,2,1,2,pallets__flask-5014,2026-03-06T15:20:28.866442,gpt-5.4-2026-03-05,openai,pallets__flask-5014,5,1,5
3,5,4,3,3,3,1,4,3,4,2,2,4,1,3,2,2,2,2,3,django__django-11333,2026-03-06T15:18:50.234951,gpt-5.4-2026-03-05,openai,django__django-11333,5,2,5
2,5,4,4,4,3,0,5,5,5,3,3,4,1,3,3,3,2,1,3,django__django-11299,2026-03-06T15:18:50.231750,gpt-5.4-2026-03-05,openai,django__django-11299,4,3,4
2,3,4,4,3,4,1,2,1,3,4,3,1,1,3,2,2,2,1,2,django__django-16819,2026-03-06T15:20:09.178431,gpt-5.4-2026-03-05,openai,django__django-16819,4,2,4
3,5,3,2,2,2,1,5,5,5,1,1,5,1,2,2,2,2,1,1,pydata__xarray-4629,2026-03-06T15:20:34.246264,gpt-5.4-2026-03-05,openai,pydata__xarray-4629,5,1,5
1,4,4,3,3,3,1,4,4,4,4,3,4,1,3,4,3,3,2,3,django__django-11149,2026-03-06T15:18:49.813086,gpt-5.4-2026-03-05,openai,django__django-11149,4,2,5
2,5,4,3,4,3,0,5,5,4,2,2,5,1,3,4,3,4,2,3,django__django-14170,2026-03-06T15:19:29.353278,gpt-5.4-2026-03-05,openai,django__django-14170,4,2,4
1,5,4,3,3,2,1,5,5,5,3,2,5,1,3,3,2,3,1,2,pytest-dev__pytest-7521,2026-03-06T15:20:52.162787,gpt-5.4-2026-03-05,openai,pytest-dev__pytest-7521,4,2,5
2,4,4,3,2,3,1,5,2,3,2,1,4,1,2,2,2,3,2,2,django__django-13089,2026-03-06T15:19:09.760391,gpt-5.4-2026-03-05,openai,django__django-13089,5,2,5
3,5,4,3,4,4,0,4,2,4,2,2,4,1,2,3,3,3,2,2,django__django-13820,2026-03-06T15:19:27.727127,gpt-5.4-2026-03-05,openai,django__django-13820,5,2,5
1,5,4,3,4,3,0,4,5,4,4,3,4,1,4,4,3,4,3,4,django__django-13344,2026-03-06T15:19:12.854613,gpt-5.4-2026-03-05,openai,django__django-13344,4,3,4
2,5,3,2,2,2,1,5,5,4,2,2,4,1,2,3,2,3,1,2,scikit-learn__scikit-learn-10908,2026-03-06T15:20:52.111202,gpt-5.4-2026-03-05,openai,scikit-learn__scikit-learn-10908,5,2,5
3,5,4,3,2,3,1,4,3,4,2,2,4,1,3,4,3,4,3,4,django__django-11400,2026-03-06T15:18:50.321134,gpt-5.4-2026-03-05,openai,django__django-11400,5,2,5
2,4,4,3,3,3,1,5,5,4,3,2,4,1,3,4,3,4,3,4,django__django-13128,2026-03-06T15:19:09.683155,gpt-5.4-2026-03-05,openai,django__django-13128,4,3,4
1,4,4,4,4,3,0,5,5,4,4,3,4,1,3,2,2,2,2,3,django__django-15382,2026-03-06T15:19:48.486406,gpt-5.4-2026-03-05,openai,django__django-15382,4,3,4
2,4,4,4,4,3,1,4,3,4,2,2,4,1,4,4,4,3,3,4,sympy__sympy-12489,2026-03-06T15:21:31.192365,gpt-5.4-2026-03-05,openai,sympy__sympy-12489,5,3,4
1,4,4,3,3,3,1,4,5,4,3,2,4,1,3,3,2,2,2,2,astropy__astropy-8872,2026-03-06T15:18:47.609077,gpt-5.4-2026-03-05,openai,astropy__astropy-8872,4,2,5
2,5,3,2,2,2,1,5,5,4,2,2,5,1,2,3,2,2,2,2,astropy__astropy-14365,2026-03-06T15:18:49.543666,gpt-5.4-2026-03-05,openai,astropy__astropy-14365,5,2,5
2,4,3,2,2,2,1,3,2,4,2,2,3,1,3,2,2,2,2,3,django__django-11292,2026-03-06T15:18:51.981747,gpt-5.4-2026-03-05,openai,django__django-11292,5,2,5
2,4,4,3,3,3,1,4,5,5,3,2,4,1,3,2,2,2,2,2,sympy__sympy-18211,2026-03-06T15:21:56.030659,gpt-5.4-2026-03-05,openai,sympy__sympy-18211,4,3,3
3,5,4,3,4,3,0,5,5,4,2,2,5,1,3,2,2,2,1,3,django__django-15814,2026-03-06T15:19:51.138913,gpt-5.4-2026-03-05,openai,django__django-15814,5,2,5
2,5,4,3,3,3,1,4,5,5,3,2,4,1,3,4,2,3,2,3,django__django-12406,2026-03-06T15:19:08.736730,gpt-5.4-2026-03-05,openai,django__django-12406,4,2,4
3,4,5,4,4,4,0,4,3,4,4,3,4,0,4,4,4,3,4,4,astropy__astropy-13398,2026-03-06T15:15:11.120380,gpt-5.4-2026-03-05,openai,astropy__astropy-13398,4,3,4
2,4,4,3,3,3,1,5,5,4,2,2,4,1,3,2,2,2,1,2,sympy__sympy-23950,2026-03-06T15:21:58.455766,gpt-5.4-2026-03-05,openai,sympy__sympy-23950,5,2,5
1,5,4,3,4,3,0,4,5,4,4,2,5,1,3,2,2,2,2,3,sphinx-doc__sphinx-9229,2026-03-06T15:21:28.568296,gpt-5.4-2026-03-05,openai,sphinx-doc__sphinx-9229,3,3,4
2,5,3,2,2,2,1,5,5,5,2,2,5,1,2,2,2,3,1,2,psf__requests-5414,2026-03-06T15:20:29.968549,gpt-5.4-2026-03-05,openai,psf__requests-5414,5,2,5
2,4,3,2,2,2,1,4,3,4,2,2,3,1,4,2,1,2,2,2,psf__requests-1142,2026-03-06T15:20:29.872911,gpt-5.4-2026-03-05,openai,psf__requests-1142,3,2,4
1,5,4,3,3,3,1,4,5,4,3,2,5,1,2,3,3,2,2,3,sphinx-doc__sphinx-9602,2026-03-06T15:21:29.092866,gpt-5.4-2026-03-05,openai,sphinx-doc__sphinx-9602,4,2,4
3,5,3,2,2,2,1,5,5,5,1,1,4,1,3,4,3,3,2,3,matplotlib__matplotlib-25122,2026-03-06T15:20:32.694300,gpt-5.4-2026-03-05,openai,matplotlib__matplotlib-25122,5,2,5
2,5,4,4,3,3,0,5,5,5,2,2,5,1,3,3,2,2,2,3,django__django-14053,2026-03-06T15:19:28.549890,gpt-5.4-2026-03-05,openai,django__django-14053,4,2,4
3,5,3,2,2,2,1,4,4,4,1,2,4,1,2,2,2,1,1,2,django__django-12304,2026-03-06T15:19:08.188755,gpt-5.4-2026-03-05,openai,django__django-12304,5,2,5
2,5,4,3,4,3,1,5,5,4,4,3,4,1,2,2,3,2,2,4,django__django-12754,2026-03-06T15:19:09.421704,gpt-5.4-2026-03-05,openai,django__django-12754,3,2,4
2,4,4,3,4,3,1,5,5,4,2,2,5,1,2,3,2,2,1,2,sphinx-doc__sphinx-7889,2026-03-06T15:21:11.593525,gpt-5.4-2026-03-05,openai,sphinx-doc__sphinx-7889,5,2,5
2,4,3,3,3,2,1,5,5,4,2,1,4,1,3,3,1,3,2,2,django__django-11206,2026-03-06T15:18:48.999318,gpt-5.4-2026-03-05,openai,django__django-11206,5,2,5
2,5,4,4,4,3,0,5,5,5,4,3,5,1,3,2,4,2,2,3,sphinx-doc__sphinx-8551,2026-03-06T15:21:17.096048,gpt-5.4-2026-03-05,openai,sphinx-doc__sphinx-8551,4,2,4
1,4,4,3,4,3,1,5,4,4,3,2,4,1,3,2,2,2,2,3,django__django-13112,2026-03-06T15:19:11.325950,gpt-5.4-2026-03-05,openai,django__django-13112,3,2,5
2,5,3,2,2,2,1,4,5,4,2,1,4,1,2,2,2,2,1,2,sympy__sympy-24539,2026-03-06T15:21:58.811475,gpt-5.4-2026-03-05,openai,sympy__sympy-24539,5,1,5
3,5,3,2,2,2,1,5,3,4,1,1,4,1,2,2,2,3,1,2,django__django-16255,2026-03-06T15:20:07.197700,gpt-5.4-2026-03-05,openai,django__django-16255,5,1,5
2,4,4,3,4,3,0,5,4,5,3,2,5,1,3,4,2,4,1,2,django__django-14792,2026-03-06T15:19:47.016844,gpt-5.4-2026-03-05,openai,django__django-14792,4,3,3
2,5,4,3,4,3,1,4,5,4,3,2,5,1,2,2,2,1,2,2,matplotlib__matplotlib-24637,2026-03-06T15:20:27.881273,gpt-5.4-2026-03-05,openai,matplotlib__matplotlib-24637,4,2,5
2,4,5,3,4,4,0,5,5,4,2,2,4,1,3,4,2,4,2,2,pydata__xarray-4966,2026-03-06T15:20:45.908737,gpt-5.4-2026-03-05,openai,pydata__xarray-4966,5,2,5
2,4,4,3,3,4,1,5,5,4,4,3,5,1,3,2,2,2,1,2,pydata__xarray-6721,2026-03-06T15:20:50.869201,gpt-5.4-2026-03-05,openai,pydata__xarray-6721,5,2,5
3,5,4,2,2,2,1,5,4,4,1,1,5,1,2,3,3,4,2,3,django__django-13807,2026-03-06T15:19:27.875329,gpt-5.4-2026-03-05,openai,django__django-13807,5,2,5
2,5,3,2,3,2,1,4,5,4,2,2,5,1,2,3,3,2,2,3,matplotlib__matplotlib-26466,2026-03-06T15:20:28.549688,gpt-5.4-2026-03-05,openai,matplotlib__matplotlib-26466,4,2,5
3,5,3,2,3,2,1,5,5,4,1,1,5,1,2,2,2,1,1,2,matplotlib__matplotlib-20859,2026-03-06T15:20:10.859218,gpt-5.4-2026-03-05,openai,matplotlib__matplotlib-20859,5,2,5
2,5,3,3,2,3,1,5,5,5,2,2,5,1,2,2,3,3,1,2,sphinx-doc__sphinx-8269,2026-03-06T15:21:13.373980,gpt-5.4-2026-03-05,openai,sphinx-doc__sphinx-8269,4,2,5
1,5,3,2,2,2,1,5,5,4,2,2,5,1,2,2,2,3,2,2,astropy__astropy-13033,2026-03-06T15:15:10.824562,gpt-5.4-2026-03-05,openai,astropy__astropy-13033,5,2,5
2,4,4,4,3,4,1,4,5,4,4,3,4,1,3,4,3,3,4,4,django__django-16263,2026-03-06T15:20:07.146150,gpt-5.4-2026-03-05,openai,django__django-16263,4,3,4
3,5,3,2,2,2,1,4,4,5,2,1,4,1,3,2,1,2,1,2,django__django-11119,2026-03-06T15:18:49.196294,gpt-5.4-2026-03-05,openai,django__django-11119,5,2,5
1,5,4,3,3,2,1,4,5,5,3,2,5,1,3,2,2,2,2,2,pydata__xarray-7393,2026-03-06T15:20:49.246882,gpt-5.4-2026-03-05,openai,pydata__xarray-7393,3,2,4
2,4,4,3,3,3,1,4,5,4,2,2,5,1,3,3,2,2,2,3,mwaskom__seaborn-3187,2026-03-06T15:20:28.865681,gpt-5.4-2026-03-05,openai,mwaskom__seaborn-3187,5,2,5
2,5,3,3,3,2,1,5,5,4,2,1,5,1,2,1,2,2,1,2,pytest-dev__pytest-5262,2026-03-06T15:20:51.035871,gpt-5.4-2026-03-05,openai,pytest-dev__pytest-5262,5,2,5
