instance_id,solution_hint,problem_clarity,domain_knowledge_required,logical_reasoning_required,atypicality,verification_difficulty,standard_pattern_available,error_specificity,reproduction_clarity,expected_behavior_clarity,debugging_complexity,codebase_scope,information_completeness,similar_issue_likelihood,side_effect_risk,test_comprehensiveness,test_assertion_complexity,test_edge_case_coverage,solution_complexity,integration_complexity,fix_localization,entry_point_clarity,change_blast_radius,environment_setup_complexity,implementation_language_complexity,testing_infrastructure_quality,dependency_complexity,codebase_scale
django__django-15731,3,5,2,1,1,1,1,5,5,5,1,1,5,1,2,3,2,2,1,2,5,5,2,2,1,4,3,4
pytest-dev__pytest-5809,3,5,1,1,1,1,1,5,5,5,1,1,5,1,1,2,2,1,1,1,4,5,2,2,1,4,3,2
django__django-12774,1,5,4,3,2,2,0,5,5,4,2,1,5,1,2,4,3,4,2,2,4,5,2,2,1,4,3,4
scikit-learn__scikit-learn-13328,2,5,3,2,1,1,1,5,5,5,2,1,5,1,2,1,1,1,1,2,4,5,2,2,2,4,3,3
sympy__sympy-19637,1,4,3,3,2,2,1,5,5,4,2,1,4,1,1,2,1,2,2,2,5,5,2,2,1,4,2,4
django__django-14376,3,5,2,2,1,2,1,4,3,5,1,2,5,1,2,4,2,3,2,2,4,5,2,3,2,4,4,4
scikit-learn__scikit-learn-14496,3,5,2,2,1,2,1,5,5,5,1,2,5,1,1,2,2,2,1,2,4,5,2,2,2,4,2,3
django__django-12308,3,5,3,2,2,2,1,4,3,4,2,2,4,1,2,4,2,4,2,2,4,5,2,2,2,4,2,4
sympy__sympy-24562,3,5,3,3,2,2,0,4,5,5,3,1,5,1,2,4,2,3,3,3,5,5,2,2,1,4,2,4
astropy__astropy-12907,0,4,4,4,3,2,0,4,5,5,4,2,5,1,2,4,2,3,1,3,4,5,2,2,2,4,4,3
pydata__xarray-4356,3,5,3,2,2,2,1,5,5,4,2,1,5,1,2,4,2,3,2,3,4,5,2,2,2,4,3,2
django__django-11820,1,4,4,3,2,2,0,5,4,4,3,1,4,1,1,3,2,3,2,2,4,5,2,2,2,4,3,4
django__django-15863,2,5,3,2,2,2,1,5,5,5,2,1,5,1,2,2,1,2,1,2,4,5,2,2,1,4,3,4
django__django-14771,2,4,3,2,2,2,1,3,4,4,2,1,4,1,2,3,3,2,2,2,4,4,2,2,1,4,3,4
django__django-11066,3,5,3,2,2,3,1,5,3,5,2,1,5,1,1,3,3,2,1,3,5,5,2,2,1,4,3,4
pydata__xarray-3305,3,5,3,2,1,1,1,4,5,5,2,2,5,1,2,3,2,2,2,3,4,5,2,2,1,4,2,2
matplotlib__matplotlib-23412,3,5,3,2,2,3,0,4,5,5,2,1,5,1,3,3,3,2,1,2,5,5,2,3,3,4,4,4
scikit-learn__scikit-learn-14087,0,4,4,3,2,2,0,5,5,4,3,1,5,1,1,4,2,3,2,3,4,5,3,2,2,4,3,3
django__django-15930,1,4,4,3,3,2,0,5,5,4,3,2,5,1,2,2,2,2,2,3,4,4,3,2,2,4,3,4
django__django-12125,3,5,3,2,2,2,1,4,5,5,2,1,5,1,2,3,2,2,1,2,4,4,3,2,1,4,3,4
scikit-learn__scikit-learn-15100,3,5,3,2,2,2,1,5,5,5,2,1,5,1,1,4,2,4,2,2,4,5,2,2,2,4,4,3
sphinx-doc__sphinx-8265,1,4,4,3,3,2,0,4,4,5,4,2,4,1,3,2,1,2,3,3,4,4,3,2,1,4,3,3
django__django-11532,3,5,3,2,2,2,1,5,5,4,2,3,5,1,2,2,3,2,3,3,4,5,2,2,1,4,3,4
django__django-11477,2,3,4,3,2,2,1,3,2,3,3,2,3,1,3,4,2,3,1,3,4,4,3,2,2,4,3,4
django__django-9296,3,5,2,1,1,1,1,3,3,5,1,1,4,1,1,2,2,1,1,1,5,5,2,2,1,4,3,4
sphinx-doc__sphinx-8459,0,5,4,3,3,2,0,4,5,5,3,2,5,1,2,2,3,1,1,3,4,5,3,2,2,4,4,3
sympy__sympy-14711,2,5,2,2,1,1,1,5,5,4,2,1,5,1,1,1,1,1,1,1,4,5,2,2,1,3,2,4
sympy__sympy-18698,2,4,4,3,3,2,0,4,5,5,3,2,5,1,3,2,2,2,3,3,4,4,3,2,1,4,2,3
django__django-16560,2,4,3,2,2,2,1,3,3,4,2,3,4,1,2,4,3,3,3,3,4,4,2,2,1,5,3,4
scikit-learn__scikit-learn-26323,1,4,3,2,2,2,1,4,5,5,2,1,5,1,1,3,2,3,1,2,4,5,2,2,2,4,4,3
django__django-11163,3,5,2,1,1,1,1,5,5,5,1,1,5,1,2,4,1,3,1,2,5,5,2,2,1,4,3,4
scikit-learn__scikit-learn-14710,3,5,3,2,2,2,1,5,5,4,2,1,5,1,1,3,1,2,2,3,4,5,2,3,3,4,4,3
django__django-13670,2,5,2,2,1,2,1,5,5,5,1,1,5,1,2,3,2,3,1,1,5,5,1,2,1,4,3,4
django__django-13109,3,5,3,2,2,2,1,4,5,5,2,1,5,1,3,4,3,3,1,3,4,5,3,2,2,5,3,4
astropy__astropy-14539,3,5,3,2,2,2,1,5,5,5,2,1,5,1,1,4,3,3,1,2,4,5,2,3,2,4,4,4
sphinx-doc__sphinx-9658,1,4,4,4,4,3,0,4,4,5,4,2,5,0,2,3,3,2,2,3,4,5,3,2,2,5,4,3
django__django-15161,2,4,3,2,2,2,1,3,2,4,2,2,3,1,2,3,2,2,1,2,4,4,2,2,1,4,3,4
sympy__sympy-13647,3,5,3,2,2,1,1,4,5,4,2,1,5,1,2,2,2,2,1,2,4,5,3,2,1,4,2,3
django__django-11964,1,5,3,2,2,2,1,5,5,5,2,1,5,1,3,3,2,2,1,3,4,4,3,2,2,4,3,4
django__django-11749,2,5,3,3,3,2,0,5,5,4,2,1,5,1,1,3,2,3,2,3,4,5,3,2,2,4,3,4
pydata__xarray-3095,1,4,4,3,3,2,0,5,5,5,3,2,5,1,2,2,2,2,3,3,4,5,2,2,1,4,2,2
sphinx-doc__sphinx-8120,2,4,4,3,3,3,0,3,5,4,4,2,5,1,3,3,4,2,2,3,4,4,3,2,2,4,3,3
scikit-learn__scikit-learn-14053,3,5,3,2,2,2,1,5,5,3,2,1,5,1,1,3,2,2,1,2,5,5,2,2,2,4,4,3
scikit-learn__scikit-learn-13779,1,5,3,2,1,1,1,5,5,4,2,1,5,1,1,4,2,3,1,2,4,5,2,3,2,4,4,3
psf__requests-1724,2,5,3,2,2,2,1,5,5,4,2,1,5,1,1,1,1,1,1,2,4,5,2,2,2,4,2,2
django__django-12325,2,4,4,4,3,3,0,4,5,3,4,2,4,0,2,4,3,3,2,3,4,4,4,2,2,4,3,4
scikit-learn__scikit-learn-14141,2,4,2,1,1,1,1,3,2,4,1,1,3,1,1,2,1,1,1,1,4,5,2,2,1,4,3,3
matplotlib__matplotlib-26113,3,5,3,2,1,2,1,4,5,5,2,1,5,1,3,3,2,2,1,2,4,5,2,3,3,4,4,5
django__django-14434,2,3,4,3,3,2,0,4,2,3,3,2,3,1,2,3,3,2,2,3,4,4,3,2,2,4,3,4
sphinx-doc__sphinx-9320,1,5,2,2,1,2,1,4,5,5,2,1,4,1,1,2,3,2,1,2,5,5,2,2,1,4,3,3
pylint-dev__pylint-4604,1,4,4,3,3,2,0,5,5,5,3,2,5,1,2,3,2,3,2,3,4,4,3,2,2,4,3,3
django__django-12276,3,5,3,2,2,2,1,4,5,5,1,1,5,1,2,4,2,3,1,2,4,5,2,2,1,4,3,5
django__django-10973,3,5,3,2,1,2,1,3,2,4,2,1,4,1,2,4,4,3,2,2,4,5,2,2,1,4,3,4
sympy__sympy-16886,3,5,1,1,1,1,1,5,4,5,1,1,5,1,1,3,1,2,1,1,5,5,1,2,1,4,2,3
matplotlib__matplotlib-22865,1,4,4,3,2,2,0,4,5,5,3,1,5,1,2,4,3,4,2,3,4,5,2,3,3,5,4,4
sphinx-doc__sphinx-8638,0,4,5,4,4,3,0,3,4,4,4,2,4,0,2,2,3,1,1,3,4,4,3,2,2,4,3,3
pytest-dev__pytest-10051,3,5,3,2,2,2,1,5,5,5,2,1,5,1,2,4,3,3,2,3,4,5,2,2,1,4,3,2
scikit-learn__scikit-learn-13124,2,4,3,3,2,2,1,4,5,4,2,1,5,1,3,2,2,2,1,2,4,5,3,2,2,4,4,4
django__django-16429,3,5,2,1,1,2,1,5,5,4,2,1,5,1,1,4,3,4,1,2,5,5,2,2,1,4,3,4
django__django-11138,2,4,4,3,3,3,0,4,4,4,3,3,5,1,3,3,3,3,3,4,4,5,3,3,2,4,3,4
django__django-13410,3,5,2,1,1,2,1,5,4,5,1,1,5,1,2,4,2,3,2,2,5,5,2,2,1,3,3,4
django__django-16612,3,5,3,2,1,2,1,5,5,5,1,1,5,1,1,4,3,3,1,2,4,5,2,2,1,5,3,4
sympy__sympy-20428,1,4,4,4,3,3,0,5,5,5,3,2,5,1,3,2,2,2,1,3,4,5,3,2,2,3,2,4
django__django-14855,3,5,3,2,2,2,1,4,3,4,2,1,4,1,2,3,3,2,1,2,5,4,2,2,1,4,4,4
django__django-15252,1,4,4,4,3,3,0,4,4,4,3,3,4,1,3,4,4,3,2,3,4,4,3,2,1,4,3,4
django__django-11211,0,4,5,4,4,3,0,3,5,3,4,2,4,1,3,2,2,2,2,3,4,5,3,2,1,5,2,4
astropy__astropy-14309,2,5,3,2,1,1,1,5,5,4,2,1,5,1,1,1,1,2,1,2,4,5,2,3,2,4,4,3
django__django-13810,2,4,4,3,3,3,0,4,4,3,3,1,4,1,1,3,3,2,2,3,4,5,3,2,2,4,3,5
sympy__sympy-14531,1,4,3,2,2,2,1,4,5,5,2,4,5,1,2,3,2,2,2,3,4,5,2,2,1,3,3,4
django__django-13406,3,5,4,3,3,2,0,5,5,4,2,1,5,1,2,4,2,3,1,3,4,4,3,2,1,5,3,4
sympy__sympy-14248,1,5,4,3,2,2,1,4,5,5,3,3,5,1,2,4,2,3,3,3,4,4,2,2,1,3,2,4
django__django-14140,3,5,3,2,2,2,0,5,5,4,2,1,5,1,3,4,3,3,2,3,4,5,2,2,2,4,3,4
sympy__sympy-13974,3,5,3,3,2,2,1,4,5,5,3,1,5,0,2,4,2,3,4,3,4,5,2,2,1,3,2,4
sphinx-doc__sphinx-9711,2,5,2,2,1,2,1,5,5,5,2,1,5,1,2,3,3,3,2,2,4,5,2,2,2,4,3,3
sympy__sympy-19495,1,4,4,4,3,2,0,4,5,4,3,2,5,1,3,3,2,2,2,3,4,4,2,2,1,4,2,3
django__django-11179,3,5,3,2,2,2,1,4,3,4,2,1,4,1,2,2,2,2,1,2,5,5,3,2,2,4,2,4
sphinx-doc__sphinx-10466,3,4,3,2,1,2,1,4,3,4,2,1,4,1,2,4,3,3,2,2,4,5,2,2,2,4,3,3
django__django-16595,3,5,3,2,2,2,1,4,5,5,2,1,5,1,1,2,2,1,1,2,4,5,3,2,1,5,2,4
sympy__sympy-13372,3,5,3,2,2,2,1,5,5,4,2,1,5,1,2,1,1,1,1,3,4,5,2,2,2,3,2,4
pydata__xarray-6599,2,5,3,2,2,2,1,5,5,5,2,1,5,1,2,2,2,2,2,3,4,5,2,2,1,4,3,2
django__django-15268,1,4,4,4,3,3,0,3,5,5,3,2,4,1,2,3,3,2,3,3,4,4,2,2,2,5,3,4
sphinx-doc__sphinx-8593,0,4,4,4,3,2,0,3,5,4,4,3,4,0,3,4,3,3,4,4,4,4,3,2,1,4,4,4
sympy__sympy-20916,3,5,2,2,1,2,1,4,5,4,2,1,5,1,3,4,2,4,1,2,4,4,2,2,1,4,2,3
sympy__sympy-21612,3,4,4,3,3,2,0,4,5,5,4,2,5,1,2,2,1,2,1,3,4,5,2,2,2,4,3,4
django__django-11790,1,4,3,2,2,2,1,4,3,4,2,1,4,1,1,3,1,2,1,2,4,5,2,2,1,4,3,4
pytest-dev__pytest-7205,3,5,3,2,2,2,1,5,5,4,1,1,5,1,3,4,2,2,1,2,4,5,2,2,1,5,3,2
matplotlib__matplotlib-24026,1,4,3,3,2,2,1,5,5,4,2,1,5,1,3,2,1,2,2,3,4,5,2,3,2,4,4,4
sympy__sympy-15875,2,5,4,3,2,2,0,5,5,5,3,1,5,1,2,2,1,2,1,3,4,4,3,2,1,4,2,3
django__django-16901,1,5,4,4,4,2,0,4,5,5,3,2,5,1,2,3,2,2,2,3,4,5,2,2,2,4,3,4
django__django-11728,3,5,3,3,2,2,1,4,4,5,2,1,5,1,2,4,2,3,3,2,4,5,2,2,2,4,3,4
