instance_id,solution_hint,problem_clarity,domain_knowledge_required,logical_reasoning_required,atypicality,verification_difficulty,standard_pattern_available,error_specificity,reproduction_clarity,expected_behavior_clarity,debugging_complexity,codebase_scope,information_completeness,similar_issue_likelihood,side_effect_risk,test_comprehensiveness,test_assertion_complexity,test_edge_case_coverage,solution_complexity,integration_complexity,_extracted_at,_model,_provider,_task_id,_parse_error,fix_localization,fix_localization_reasoning,entry_point_clarity,entry_point_clarity_reasoning,change_blast_radius,change_blast_radius_reasoning,environment_setup_complexity,environment_setup_complexity_reasoning,implementation_language_complexity,implementation_language_complexity_reasoning,testing_infrastructure_quality,testing_infrastructure_quality_reasoning,dependency_complexity,dependency_complexity_reasoning,codebase_scale,codebase_scale_reasoning
uploadcare__pillow-simd-2818b90,3,4,5,5,4,4,0,3,4,3,2,2,4,1,3,2,3,1,5,4,2026-03-07T23:25:19.634773,claude-opus-4-6,anthropic,uploadcare__pillow-simd-2818b90,,5.0,"The optimization target is clearly a single file (src/libImaging/Filter.c), specifically the ImagingFilter3x3 function. The task is to add SIMD optimizations to this one function.",5.0,"The problem statement directly shows the experiment calling img.filter(kernel_filter) with a 3x3 kernel, which maps directly to ImagingFilter3x3 in Filter.c. The call chain is very clear: PIL ImageFilter.Kernel -> image.filter() -> C extension ImagingFilter -> ImagingFilter3x3.",1.0,Changes are isolated to the Filter.c implementation. The function signature and behavior must remain identical - only the internal implementation needs SIMD optimization. No downstream effects expected.,3.0,"Requires building C extensions via setup.py build_ext. The build system is configured and works, but recompilation is needed after each C code change. SIMD-specific compiler flags may need attention.",5.0,"The optimization requires writing SIMD intrinsics (SSE4/AVX2) in C. This involves understanding x86 SIMD instruction sets, proper data alignment, handling edge cases with partial vectors, and using intrinsics like _mm_cvtepu8_epi32, _mm_mullo_epi32, etc. The existing codebase shows examples in AlphaComposite.c but the Filter case has its own complexity with the kernel convolution pattern.",3.0,"The problem statement provides a complete benchmark script with setup, experiment, and equivalence checking functions. There's also an existing test_image_filter.py in the Tests directory. However, the benchmark requires downloading an image from the internet and the timeit-based measurement is basic.",3.0,"Pillow has moderate dependencies - libjpeg, zlib, and other image libraries. The C extension build requires development headers. A virtual environment is pre-configured with dependencies installed.",3.0,"About 1800 files total (excluding venv), with significant C code in src/libImaging/ and Python code in src/PIL/. The relevant portion is small (Filter.c is 357 lines), but understanding the broader patterns (SIMD helpers, imaging types) requires familiarity with the codebase."
huggingface__transformers-63b90a5,1,4,3,3,2,3,1,3,5,3,2,1,4,1,3,3,4,3,3,3,2026-03-07T23:25:22.563221,claude-opus-4-6,anthropic,huggingface__transformers-63b90a5,,5.0,The optimization target is clearly a single class (NoBadWordsLogitsProcessor) with 3 methods in a single file (generation_logits_process.py). The hot path is _calc_banned_bad_words_ids and _set_scores_to_inf_for_banned_tokens.,5.0,"The problem statement directly imports NoBadWordsLogitsProcessor from transformers.generation_logits_process, and the benchmark script clearly calls processor(input_ids, scores). The exact class and file are immediately identifiable.",1.0,"The NoBadWordsLogitsProcessor is a self-contained class. Optimizing its internal methods (_tokens_match, _calc_banned_bad_words_ids, _set_scores_to_inf_for_banned_tokens) has no downstream effects as long as the input/output contract is preserved.",2.0,Standard Python project with a virtual environment already set up. HuggingFace Transformers is installed in .venv. The benchmark uses standard PyTorch and numpy. Minor configuration needed to use the right Python.,2.0,"Pure Python with PyTorch tensors. The optimization involves replacing Python loops with vectorized tensor operations (e.g., using torch operations instead of per-element iteration). No C/compiled code or exotic techniques needed.",4.0,"Dedicated test file exists (test_generation_logits_process.py) with specific NoBadWordsLogitsProcessor tests. The benchmark script includes setup, experiment, store_result, load_result, and check_equivalence functions for validating correctness and measuring performance.",3.0,"Depends on PyTorch, numpy, and the transformers library itself. These are standard ML libraries but non-trivial. The virtual environment is pre-configured which reduces friction.",4.0,"HuggingFace Transformers has ~24,600 files total and ~574 Python files in src/transformers. However, the relevant code is concentrated in one ~595-line file, so the agent doesn't need to navigate the full codebase."
numpy__numpy-7ff7ec7,3,4,4,3,2,3,1,4,5,3,2,2,5,1,2,4,4,4,2,3,2026-03-07T23:24:52.800800,claude-opus-4-6,anthropic,numpy__numpy-7ff7ec7,,5.0,"The optimization target is a single function `array_equal` in `/testbed/numpy/_core/numeric.py`. The solution is contained to optimizing this one function by adding short-circuit checks (identity, empty arrays, dtype-aware NaN handling).",5.0,The problem statement directly uses `np.array_equal` in every experiment call. It's immediately clear that the function to optimize is `array_equal` in numpy's core numeric module.,1.0,"The optimization involves adding early-return short-circuits within the existing `array_equal` function. No API changes, no downstream effects - just making the same function faster with the same interface.",3.0,This is NumPy's development repository requiring a build step (Meson-based build system with Cython). The `pip install -e` worked but it's not a trivial setup. The dev version (2.0.0.dev0) has specific build requirements.,2.0,"The function to optimize is pure Python within NumPy's core. The optimization involves standard Python/NumPy patterns like identity checks, shape comparisons, and dtype-aware logic. No C/Cython changes needed.",4.0,"The problem statement includes a complete test harness with setup, experiment, store_result, load_result, check_equivalence, and run_test functions. It covers many edge cases (empty arrays, NaN handling, identity checks, large arrays). Clear pass/fail via equivalence checking.",4.0,"NumPy itself has C extensions, Cython requirements, Meson build system, and many specialized build-time dependencies. However, the runtime dependency for the actual optimization is minimal (just numpy itself).",4.0,"NumPy has ~1800 Python files and ~3300 total source files (including C/H/pyx). It's a large, well-established project. However, the agent only needs to navigate to one specific file for this task."
pandas-dev__pandas-bfaf917,2,4,4,3,3,2,1,4,5,3,1,2,5,1,2,2,3,1,3,3,2026-03-07T23:25:06.314495,claude-opus-4-6,anthropic,pandas-dev__pandas-bfaf917,,5.0,"The optimization target is a single function `maybe_sequence_to_range` in `/testbed/pandas/core/indexes/base.py`. The function is ~20 lines and self-contained. The optimization likely involves improving the algorithm within this function, possibly with early exits or avoiding expensive numpy operations like np.divmod.",5.0,The problem statement directly calls `pd.core.indexes.base.maybe_sequence_to_range(data)` in the experiment function. The exact function to optimize is crystal clear.,2.0,The function is a utility used in a few places (index construction in base.py and range.py). Changes to its internals (optimization) should be isolated as long as the return values remain equivalent. Minor coupling with `lib.is_range_indexer` Cython function.,4.0,"This is the pandas project which requires Cython compilation. The current environment appears to have build issues - pandas can't be imported due to missing compiled extensions. Requires meson build system, Cython compilation, and numpy C extensions.",3.0,The target function is Python but uses numpy operations and calls into Cython code (lib.is_range_indexer). Optimization might involve modifying Cython code or restructuring numpy operations. Mixed Python + Cython stack.,3.0,"Pandas has an extensive test suite with 2497 test files, but the specific performance test is provided in the task script. The environment has import issues that could complicate running tests. The benchmark script provides clear equivalence checking.",4.0,"Pandas has many dependencies including numpy, Cython, meson build system, python-dateutil, pytz, and various optional dependencies. Requires compiled C extensions and Cython modules. The build system is non-trivial (meson-python).",5.0,"Over 3554 Python files, 74 Cython files, 2497 test files. This is the pandas project, one of the largest Python data science libraries. However, the actual scope of the optimization is narrow."
numpy__numpy-68eead8,2,4,5,3,3,4,1,4,5,3,2,1,5,1,3,4,3,4,2,3,2026-03-07T23:24:58.368910,claude-opus-4-6,anthropic,numpy__numpy-68eead8,,5.0,The fix is contained to a single function (PyArray_Choose) in item_selection.c. The performance bug is clearly that PyArray_IterNew and PyArray_GetDTypeTransferFunction are called inside the per-element while loop and need to be hoisted outside it.,5.0,"The problem statement's experiment function directly calls np.choose(), and grep quickly leads to PyArray_Choose in item_selection.c. The performance bottleneck (creating iterators and transfer functions inside the inner loop) is immediately visible.",1.0,"The fix is purely internal to a single C function - moving code from inside a loop to outside it. No API changes, no other files affected.",4.0,"This is NumPy with C extensions that need to be compiled. Requires meson build system, Cython, ninja, and a C compiler. The editable install from /testbed needs rebuilding after C changes.",4.0,"The fix requires modifying C code within NumPy's C extension layer, involving NumPy's internal C API (PyArray iterators, cast_info, dtype transfer functions). Understanding the memory management and API conventions is non-trivial.",3.0,"The task provides a comprehensive test script with timing, equivalence checking, and multiple scenarios. However, rebuilding numpy after C changes adds friction to the feedback loop.",4.0,"NumPy has complex build dependencies including meson-python, Cython, ninja, C compiler, and system-level math libraries. The build system is sophisticated.",4.0,"Nearly 4000 files in the repository, with a large C extension codebase. The item_selection.c file alone is 3100+ lines. However, the fix is highly localized despite the large codebase."
abetlen__llama-cpp-python-2bc1d97,1,2,5,4,5,4,0,2,4,2,3,5,3,1,4,3,3,2,5,5,2026-03-07T23:24:50.079128,claude-opus-4-6,anthropic,abetlen__llama-cpp-python-2bc1d97,,3.0,"The optimization could involve changes to the Python wrapper (llama.py, _internals.py) or the underlying C++ code in vendor/llama.cpp. The inference path spans multiple files (llama.py's generate/_create_completion, _internals.py's decode, and the C library). Likely needs changes in 2-3 files.",4.0,"The benchmark script clearly shows the entry point: llm() call which goes through _create_completion -> generate -> eval/decode. The problem statement explicitly shows the code path and what metrics matter (e2e_latency, throughput).",3.0,"Changes to the inference path in llama.py or the C++ backend could affect many features - completion, streaming, chat format. The core decode/eval functions are shared across all inference modes. However, the optimization might be isolated to parameter tuning or batching strategy.",4.0,"Requires downloading a 7B GGUF model, a ShareGPT dataset, installing Python dependencies (typing_extensions missing), and potentially recompiling C++ libraries with scikit-build-core/CMake. The .venv exists but dependencies are incomplete.",4.0,"The project is a Python wrapper around a C++ library (llama.cpp) using ctypes. Optimization may require understanding both the Python binding layer and C++ inference code, plus CMake build system. The vendor directory contains ~226 C/C++ files with SIMD optimizations, quantization code, etc.",3.0,"The benchmark script has a clear setup/experiment/check_equivalence structure with run_test function supporting reference comparison and equivalence checking. However, running tests requires model download and significant compute time. Standard pytest tests exist but are basic.",4.0,"Requires numpy, typing-extensions, jinja2, diskcache, huggingface_hub, hf_transfer, plus the C++ build chain (CMake, scikit-build-core). The llama.cpp vendor library has its own complex dependencies. Model weights need to be downloaded from HuggingFace.",3.0,"The Python layer is small (~15 Python files, ~10K lines), but the vendored llama.cpp adds ~1300 files including 226 C/C++ source files. The relevant optimization scope is likely the Python wrapper (~6900 lines across 3 key files) plus potentially the C++ core."
python-pillow__Pillow-63f398b,1,4,4,4,3,3,0,3,5,3,2,1,5,1,3,4,3,4,3,2,2026-03-07T23:25:13.609623,claude-opus-4-6,anthropic,python-pillow__Pillow-63f398b,,5.0,The optimization target is clearly a single C function ImagingGetBBox in src/libImaging/GetBBox.c. The GETBBOX macro within that file is the hot path to optimize.,5.0,"The problem statement directly calls Image.getbbox(), and the code path is clear: Image.getbbox() -> _imaging.c _getbbox() -> GetBBox.c ImagingGetBBox(). Very easy to trace.",1.0,"Changes are isolated to the internal implementation of ImagingGetBBox in GetBBox.c. The function signature and return values remain the same, so no downstream effects.",3.0,"Pillow requires C compilation with setup.py build_ext. There's a virtual environment and build directory already present, but rebuilding the C extension after changes requires compilation steps and understanding the build system.",4.0,"The optimization target is C code. The solution likely involves optimizing the C implementation with techniques like early row termination, scanning from edges inward, SIMD intrinsics, or algorithmic improvements in the inner loop of a C macro.",4.0,There are existing unit tests (test_image_getbbox.py) with good coverage of different modes and edge cases. The benchmark script provides clear timing and equivalence checking. Easy to validate correctness and measure performance.,3.0,"Pillow has moderate dependencies - requires numpy for the benchmark, C compiler toolchain, and various optional image format libraries. The build system uses setuptools with a custom build backend.",3.0,"~1731 files total in the project (excluding venv/git), with ~289 Python source files. It's a medium-sized project, though the relevant code for this task is just 1-2 files."
pandas-dev__pandas-235113e,2,4,3,2,2,2,1,4,5,3,1,1,5,1,3,2,1,1,2,2,2026-03-07T23:25:04.786271,claude-opus-4-6,anthropic,pandas-dev__pandas-235113e,,3.0,"The solution likely involves the `duplicated` method in frame.py and possibly the underlying `get_group_index` in sorting.py or the `duplicated` function in hashtable Cython code. When subset is a single column, the code takes an unnecessarily complex path through factorize + get_group_index + duplicated instead of directly calling duplicated on the column values. The fix spans 2-3 files (frame.py, possibly sorting.py, possibly hashtable).",5.0,"The problem statement directly shows `df.duplicated(subset=['a'])` as the function being optimized. The entry point is clearly the `duplicated` method in DataFrame, which is easy to find at line 6135 of frame.py.",2.0,"The optimization likely involves adding a fast path in the `duplicated` method for single-column subset cases, bypassing the factorize + get_group_index machinery. This is a relatively isolated optimization that shouldn't affect other components, though it touches the core duplicated logic.",4.0,"This is a pandas project with Cython extensions that need to be compiled. The build system requires numpy, Cython, and C compilation. The environment has pre-built C files but .so files aren't installed, requiring a build step. Dependencies need to be installed (numpy was missing).",3.0,"The solution primarily involves Python changes in the DataFrame.duplicated method, but understanding the optimization requires knowledge of the Cython-based hashtable functions (duplicated_int64 etc.) and the factorize/get_group_index pathway. The underlying implementation uses Cython with khash tables.",3.0,"The task provides a clear benchmark script with setup, experiment, and equivalence checking functions. The pandas project has a comprehensive test suite, though running it requires the build to complete. The performance test structure is clear with timeit-based measurement.",4.0,"Pandas has many dependencies including numpy, Cython for compilation, pytz, python-dateutil, and requires C extension compilation. The current environment had missing dependencies that needed installation, and numpy version compatibility could be an issue.",4.0,"The pandas project has 7724 files, making it a large project. The relevant code spans the core DataFrame implementation, sorting utilities, and Cython hashtable implementations across multiple directories."
pydantic__pydantic-ac9e6ee,3,4,5,4,4,3,0,3,5,3,3,4,4,1,4,4,3,3,5,5,2026-03-07T23:25:18.321965,claude-opus-4-6,anthropic,pydantic__pydantic-ac9e6ee,,4.0,"The solution is likely concentrated in the `get_enum_core_schema` function in `_std_types_schema.py`, possibly with minor changes to `_generate_schema.py`. The `to_enum` inner function is the hot path that needs optimization.",5.0,"The problem statement clearly uses `TypeAdapter` with enum types and `validate_python`. The benchmark code directly exercises enum validation, and grep quickly finds `get_enum_core_schema` in `_std_types_schema.py` as the entry point.",2.0,"Changes to enum validation schema generation would primarily affect `_std_types_schema.py`. The enum schema is self-contained, but changes could affect enum behavior across the codebase - tests for enums would need to pass. Minor coupling with the core schema generation.",2.0,"Standard Python project with pip install, but needed to install dependencies (typing-extensions, pydantic-core). Once installed, straightforward to run. pydantic-core is a pre-compiled binary wheel.",2.0,"The optimization is in pure Python code (the enum schema generation). While pydantic-core is Rust underneath, the task likely involves Python-level changes to schema construction or the `to_enum` validator function, using standard Python patterns like dict lookups.",3.0,"The task provides a comprehensive benchmark script with setup, experiment, and equivalence checking functions. The project has extensive test files. However, the performance test setup requires manual configuration and the timeit-based approach needs careful interpretation.",3.0,"Moderate dependencies: pydantic-core (complex Rust-based compiled extension), typing-extensions, annotated-types. The pydantic-core dependency is version-pinned and provides the core validation engine. Not many dependencies but pydantic-core is specialized.",3.0,"Medium project with ~520 Python files and ~200K lines of code. While the relevant code is concentrated in a few files, understanding the schema generation system and pydantic-core interactions requires navigating a moderately complex codebase."
numpy__numpy-2540554,3,4,5,4,4,3,0,3,5,3,3,1,5,1,3,3,3,3,4,3,2026-03-07T23:24:59.408026,claude-opus-4-6,anthropic,numpy__numpy-2540554,,5.0,"The optimization is contained to the single function `structured_to_unstructured` in `numpy/lib/recfunctions.py`. The performance test directly calls this function, and the optimization would involve adding a fast path (e.g., detecting contiguous same-type fields and returning a view) within this one function.",5.0,"The problem statement's experiment function directly calls `rfn.structured_to_unstructured`, making it crystal clear which function needs optimization. The file and function are explicitly identified.",2.0,"The change is to an internal optimization path of a single function. The function's API and behavior remain the same - only the implementation strategy changes. Minor coupling with `_get_fields_and_offsets` helper, but changes are contained to the same file.",4.0,"This is a NumPy source build environment with C extensions. The numpy package needs to be built from source (build directory exists), and importing requires working from outside the source directory with proper PYTHONPATH. The build system involves compiled C/Cython code.",2.0,"The optimization target is pure Python code in recfunctions.py. The solution involves understanding NumPy's dtype system and views/reshaping, which is Python with standard NumPy operations. No C code changes needed.",3.0,"The task provides a complete performance test script with setup, experiment, equivalence checking, and timing. NumPy itself has comprehensive tests. However, the build-from-source requirement and import path complexity add friction to running tests.",3.0,"NumPy itself has moderate dependencies including C compilers, BLAS/LAPACK, Cython, etc. However, the specific optimization only touches pure Python code within NumPy, so dependency complexity is manageable.",4.0,"NumPy is a large project with 3500+ files and 1000+ Python files. However, the relevant code is concentrated in a single file (recfunctions.py, ~1590 lines). The agent needs to understand NumPy's dtype system but not the entire codebase."
pandas-dev__pandas-c6cf37a,1,3,4,4,3,3,0,4,5,3,3,2,5,1,3,3,4,2,3,3,2026-03-07T23:25:11.853198,claude-opus-4-6,anthropic,pandas-dev__pandas-c6cf37a,,4.0,The optimization target is clearly the symmetric_difference method in pandas/core/indexes/base.py. The fix likely involves modifying this single method or perhaps also adding a MultiIndex-specific override in multi.py. At most 1-2 closely related files.,5.0,"The problem statement explicitly calls left.symmetric_difference(right, sort=None) on a MultiIndex. The method is clearly defined at line 3709 of pandas/core/indexes/base.py. Entry point is immediately obvious.",2.0,"symmetric_difference is a set operation method used across Index types. Changes would need to maintain the same API contract, but the method is relatively self-contained. Minor coupling with related set operation methods (difference, union) and the MultiIndex class.",4.0,"The project requires Cython compilation to build C extensions (.so files). The initial import failed due to missing compiled extensions, requiring manual copying of .so files from the build directory. Non-trivial build steps are needed.",3.0,"While the fix is likely pure Python in the index base/multi module, understanding the performance characteristics requires knowledge of pandas internals including Cython extensions (_libs/index, _libs/hashtable), numpy operations, and the MultiIndex data structure with codes/levels.",3.0,"The problem statement provides a complete test harness with setup, experiment, equivalence checking, and timing. However, running the broader pandas test suite requires additional setup. The custom test harness is functional and provides clear pass/fail signals.",4.0,"Pandas has many dependencies including numpy, Cython (for building), pytz, python-dateutil, and various optional dependencies. The build process requires specific Cython versions and oldest-supported-numpy. Version sensitivity is a factor.",5.0,"With ~4800 Python files and ~7900 total files, pandas is a massive project. The indexes module alone has 11,600+ lines across base.py and multi.py. Understanding the full context requires navigating a complex module structure."
pandas-dev__pandas-438b957,1,3,4,4,3,3,0,3,5,3,3,3,4,1,3,3,4,2,3,4,2026-03-07T23:25:11.810311,claude-opus-4-6,anthropic,pandas-dev__pandas-438b957,,4.0,"The optimization is focused on MultiIndex.intersection which is handled by _intersection and _intersection_via_get_indexer in base.py, with minor involvement of multi.py. The git diff shows changes in 1-2 closely related files.",5.0,"The problem statement directly shows that MultiIndex.intersection is the target method, and the experiment function explicitly calls left_index.intersection(right_index). Very clear entry point.",2.0,Changes are in the intersection logic of Index/MultiIndex. The method is used by other set operations but the change is fairly isolated to the intersection code path. Git diff shows 2-3 files affected.,3.0,"This is pandas with Cython extensions that need to be compiled. The build directory exists suggesting it's already built, but any C-level changes would require recompilation. The .venv is set up.",3.0,"Primary changes are in Python, but understanding the optimization requires knowledge of pandas internals including Cython join routines, numpy operations, and the MultiIndex data structure with levels/codes.",4.0,"There are existing test files for MultiIndex set operations (test_setops.py), the problem statement includes a complete benchmark script with setup, experiment, and equivalence checking. Clear pass/fail signals.",4.0,"Pandas has many dependencies including numpy, Cython for compilation, and various optional dependencies. The build system involves compiled C extensions via Cython.",4.0,"Pandas is a large project with ~7800 files total, ~1357 Python files in the main pandas directory. The base.py index file alone is over 5000 lines. Complex module structure."
uploadcare__pillow-simd-6eacce9,2,3,5,5,5,4,0,3,5,3,3,2,4,1,3,2,3,1,5,4,2026-03-07T23:25:14.174156,claude-opus-4-6,anthropic,uploadcare__pillow-simd-6eacce9,,4.0,"The optimization target is clearly the Color3DLUT.generate() method in ImageFilter.py. The solution likely involves optimizing the Python loop in this single method, possibly with changes to the C extension in ColorLUT.c or _imaging.c for maximum performance. Most likely 1-2 files.",5.0,The problem statement directly shows the experiment calling ImageFilter.Color3DLUT.generate() with a transform callback. The generate() method in ImageFilter.py has an obvious pure Python triple-nested loop that's the clear bottleneck.,2.0,"Changes would be confined to the Color3DLUT.generate() method and possibly the C layer (ColorLUT.c/_imaging.c). The method's API contract (inputs/outputs) wouldn't change, so downstream impact is minimal. Only need to ensure equivalence of output.",3.0,"This is Pillow with C extensions that need compilation. The project requires building C extensions via setup.py, and PIL isn't currently installed. Dependencies include system-level image libraries (libjpeg, zlib, etc.) for the full build.",3.0,"The solution likely involves Python optimization (numpy vectorization) or potentially C code changes. The existing codebase mixes Python with C extensions, custom build systems, and fixed-point arithmetic in the C layer. A pure Python/numpy optimization is possible but C would be more complex.",4.0,"There's a comprehensive test file (test_color_lut.py, 645 lines) and the task provides clear equivalence checking with tolerance. The experiment function produces verifiable results (average color values, image size). Tests are straightforward to run.",4.0,"Pillow has many dependencies including system-level libraries (libjpeg, zlib, libtiff, etc.), C compilation requirements, numpy for the experiment, and requests for downloading test images. The C extension build adds complexity.",4.0,"The project has 3214 files with ~78K lines of Python/C/H code. It's a large, mature project (Pillow) with extensive C extensions, though the relevant code for this task is contained to a small subset."
tornadoweb__tornado-ac13ee5,3,4,4,4,4,4,0,3,4,2,3,5,4,1,5,2,2,2,4,5,2026-03-07T23:25:25.145084,claude-opus-4-6,anthropic,tornadoweb__tornado-ac13ee5,,5.0,"The optimization target is clearly the Future class in tornado/concurrent.py. All relevant methods (done(), result(), set_result(), add_done_callback()) are in a single class within a single file. The solution likely involves optimizing these methods using __slots__, C extension, or restructuring the class internals.",5.0,"The problem statement directly imports from tornado.concurrent.Future and exercises specific methods (done(), result(), set_result(), add_done_callback()). It's immediately clear which class and which file needs optimization.",3.0,"The Future class is a core component used throughout Tornado (IOLoop, gen, etc.). While the optimization should maintain the same API, any behavioral changes could ripple through the framework. However, if the interface is preserved, the blast radius is moderate.",2.0,Standard Python project with setuptools. The project is already installed in the testbed environment with a virtual environment. There's an optional C extension for websocket masking but it's not related to the Future class.,2.0,"The Future class is pure Python with standard library usage. Optimization might involve adding __slots__, using C extensions, or Cython, but the baseline is straightforward Python. The existing C extension (speedups.c) is only for websocket masking.",3.0,"There's a dedicated concurrent_test.py test file with existing tests. The problem statement includes a performance test with equivalence checking. However, the performance test uses timeit and requires a patched timeit that returns both time and result, which is non-standard.",2.0,Tornado has minimal external dependencies - mainly standard library. The concurrent.futures package is optional (used when available). No complex dependency tree for the core Future implementation.,3.0,"~2060 total files, ~1464 Python files, though the core tornado package is ~32 Python files. The concurrent.py file is 561 lines. It's a medium-sized project, but the relevant scope for this optimization is quite narrow."
numpy__numpy-567b57d,3,4,5,4,4,3,0,3,5,3,3,4,4,1,3,3,4,2,4,5,2026-03-07T23:24:58.505504,claude-opus-4-6,anthropic,numpy__numpy-567b57d,,3.0,"The solution likely requires changes to the Python multiply function in strings.py and potentially adding a new ufunc implementation in C code (umath string loops). The key files are numpy/_core/strings.py and potentially C source files for ufunc implementation, spanning 2-3 files.",5.0,"The problem statement directly shows np.char.multiply being called, and the multiply function is clearly defined in /testbed/numpy/_core/strings.py at line 104. Very clear entry point.",2.0,"The multiply function is relatively self-contained. Changes would mainly affect the string multiply pathway. Some downstream users of np.char.multiply exist but the interface wouldn't change, just the implementation.",4.0,"NumPy requires a complex build process with meson, Cython, and C compilation. The venv exists but numpy isn't properly built from the testbed source. Building numpy from source is non-trivial with specialized dependencies.",4.0,"The optimization likely requires C code changes (implementing a ufunc loop for string multiplication) plus Python wrapper code. The current _vec_string is in C, and converting to a proper ufunc requires understanding NumPy's C ufunc infrastructure.",3.0,"The task provides a clear test script with setup, experiment, and equivalence checking functions. However, the numpy build environment has issues (import errors), and running the benchmark requires a working numpy installation from the modified source.",4.0,"NumPy has complex build dependencies including meson-python, Cython>=3.0.6, C compiler, and system-level math libraries. The test script also needs requests library. Version-sensitive build requirements.",5.0,"NumPy is a massive project with 9181 total files, 524 Python files, 488 C/C++/H files. It has complex module structure spanning _core, umath, multiarray with intricate build systems."
numpy__numpy-2dfd21e,1,3,5,4,4,4,0,3,5,3,2,4,4,1,3,2,3,1,4,4,2026-03-07T23:24:58.925315,claude-opus-4-6,anthropic,numpy__numpy-2dfd21e,,4.0,"The solution likely involves modifying the float16 log loop in 1-2 closely related files (loops.c.src and/or loops_exponent_log.dispatch.c.src in numpy/core/src/umath/). The type resolution in generate_umath.py specifies that float16 log uses astype={'e': 'f'}, so the fix is localized to the umath loop implementations.",4.0,"The problem statement clearly shows np.log() on float16 data. The generate_umath.py file shows log with TD('e', f='log', astype={'e': 'f'}), and the implementation in loops.c.src shows the half-to-float conversion pattern. The entry point is fairly clear from the task.",2.0,"Changes to the float16 log loop are relatively contained within the umath subsystem. The change would affect the specific loop function for half-precision log, with minor coupling to the type resolution system and possibly the dispatch mechanism.",4.0,"NumPy requires building from C source with Cython, requires a C compiler, and the numpy import doesn't work from the source directory. The build system involves complex C compilation with SIMD dispatch (AVX2, AVX512) and template-based code generation (.c.src files). NumPy is not currently installed/built.",4.0,"The core implementation is in C with template macros (.c.src files), SIMD intrinsics (AVX2/AVX512), and complex code generation. The loops use custom macro systems (UNARY_LOOP, etc.), half-float conversion functions, and SIMD dispatch. Understanding the template system and SIMD vectorization is required.",3.0,"The task provides a clear experiment function and equivalence checking, but the actual test requires building numpy from source first. NumPy has a comprehensive test suite, but running the performance test requires compilation and the timeit-based benchmark framework.",4.0,"Building NumPy requires Cython, setuptools, a C compiler, BLAS/LAPACK libraries, and various system-level dependencies. The build configuration involves SIMD feature detection and conditional compilation. The pyproject.toml shows specific version requirements.",5.0,"NumPy is a massive project with 2284+ files (excluding .venv and build), 490 Python files, 383 C/header files. The codebase has complex module structure spanning core, umath, multiarray, and more. While the relevant code is localized, understanding the architecture requires navigating a very large project."
numpy__numpy-28706af,1,3,5,4,4,4,0,3,5,3,4,4,4,1,3,2,3,1,4,5,2026-03-07T23:24:52.480503,claude-opus-4-6,anthropic,numpy__numpy-28706af,,3.0,"The optimization involves the ufunc.at mechanism. The key files are ufunc_object.c (the fast/slow/trivial paths), loops.c.src, loops_arithmetic.dispatch.c.src, loops_arithm_fp.dispatch.c.src for indexed loop implementations, and generate_umath.py for registering indexed loops. Changes span 2-3 files in the umath subsystem but are focused on the indexed loop optimization path.",4.0,"The task clearly involves np.divide.at() performance. The git history shows recent commits adding indexed loops for ufunc.at, and the code path is traceable from ufunc_at() -> try_trivial_at_loop() -> contiguous_indexed_loop in ufunc_object.c. The problem statement directly points to divide.at.",3.0,"Changes affect the ufunc subsystem - specifically the indexed loop implementations and how they're registered. The indexed loop pattern is used across multiple ufuncs (add, subtract, multiply, divide), so changes could affect other ufuncs. The C template system means modifications propagate to multiple type instantiations.",4.0,"This is NumPy's C extension codebase. It requires building with setup.py, Cython, C compiler, and the build artifacts need to be in the right PYTHONPATH. The project uses C code with template expansion (.c.src files), CPU dispatch mechanisms, and SIMD vectorization. The build from source is non-trivial.",4.0,"The core optimization is in C code with NumPy's custom template system (.c.src files that get expanded), CPU dispatch macros, SIMD intrinsics, and complex iterator/array method infrastructure. Understanding PyArrayMethodObject, the indexed loop slots, and the ufunc dispatch system requires deep NumPy internals knowledge.",3.0,"There are existing tests for ufunc.at in test_ufunc.py covering various dtypes and dimensions. The benchmark script provided is straightforward with setup/experiment/check_equivalence functions. However, running tests requires building numpy first and the performance test uses timeit which can be noisy.",4.0,"NumPy requires Cython, setuptools, a C compiler, and various build dependencies. The build system involves template expansion, CPU-specific dispatching, and SIMD support. The build_requirements.txt and pyproject.toml show version-pinned dependencies.",4.0,"NumPy has ~4829 files in the testbed. The core C source files are thousands of lines (ufunc_object.c alone is 7088 lines). The project has complex multi-language architecture with Python, C, Cython, and template files. However, the relevant code for this optimization is contained within the umath subdirectory."
