solution_hint,problem_clarity,domain_knowledge_required,logical_reasoning_required,atypicality,verification_difficulty,standard_pattern_available,error_specificity,reproduction_clarity,expected_behavior_clarity,debugging_complexity,codebase_scope,information_completeness,similar_issue_likelihood,side_effect_risk,test_comprehensiveness,test_assertion_complexity,test_edge_case_coverage,solution_complexity,integration_complexity,_task_id,_extracted_at,_model,_provider,entry_point_clarity,fix_localization,change_blast_radius,instance_id
3,4,4,4,3,3,0,4,5,5,4,2,5,1,4,3,2,3,4,4,sympy__sympy-15599,2026-03-06T22:07:01.537580,gpt-5.4-2026-03-05,openai,5,5,2,sympy__sympy-15599
3,5,3,2,2,2,1,4,3,5,1,1,5,1,3,2,2,1,1,3,pytest-dev__pytest-7982,2026-03-06T22:06:29.431095,gpt-5.4-2026-03-05,openai,5,5,2,pytest-dev__pytest-7982
3,5,3,2,2,2,1,5,4,5,1,1,5,1,2,4,3,4,1,2,django__django-11451,2026-03-06T22:05:03.876056,gpt-5.4-2026-03-05,openai,5,5,2,django__django-11451
3,5,4,3,3,2,1,4,5,5,2,1,5,1,3,4,3,4,2,2,sympy__sympy-15976,2026-03-06T22:07:03.302464,gpt-5.4-2026-03-05,openai,4,5,2,sympy__sympy-15976
2,4,5,4,4,4,0,5,5,4,4,2,5,0,3,4,3,3,4,4,django__django-15957,2026-03-06T22:05:54.120198,gpt-5.4-2026-03-05,openai,4,3,3,django__django-15957
2,4,4,3,3,2,1,4,3,4,2,1,4,1,3,2,2,1,2,3,django__django-12050,2026-03-06T22:05:14.825560,gpt-5.4-2026-03-05,openai,5,5,2,django__django-12050
2,5,4,4,4,3,0,5,5,5,4,2,5,0,3,3,3,2,2,4,django__django-15280,2026-03-06T22:05:42.995517,gpt-5.4-2026-03-05,openai,3,3,3,django__django-15280
1,5,4,3,3,2,0,5,5,5,3,2,5,1,3,3,2,3,3,4,pytest-dev__pytest-7490,2026-03-06T22:06:27.971870,gpt-5.4-2026-03-05,openai,4,4,2,pytest-dev__pytest-7490
2,4,4,3,3,2,1,5,5,4,2,2,5,1,2,4,2,4,2,3,django__django-13568,2026-03-06T22:05:28.694328,gpt-5.4-2026-03-05,openai,5,5,2,django__django-13568
2,4,4,3,4,2,1,4,3,4,3,2,4,1,2,3,2,2,2,3,django__django-11555,2026-03-06T22:05:13.450634,gpt-5.4-2026-03-05,openai,4,4,3,django__django-11555
2,5,3,2,2,2,1,5,5,4,2,2,5,1,2,3,2,3,1,2,scikit-learn__scikit-learn-13135,2026-03-06T22:06:37.124739,gpt-5.4-2026-03-05,openai,5,5,2,scikit-learn__scikit-learn-13135
3,5,4,4,4,3,1,4,5,5,2,2,5,1,3,3,3,4,3,3,django__django-13513,2026-03-06T22:05:28.598719,gpt-5.4-2026-03-05,openai,5,5,1,django__django-13513
1,4,4,4,4,3,0,5,5,4,4,2,5,1,3,4,3,4,3,4,django__django-10554,2026-03-06T22:05:01.836888,gpt-5.4-2026-03-05,openai,4,5,2,django__django-10554
3,5,3,2,3,2,1,5,5,5,1,1,5,1,2,3,1,2,2,2,pydata__xarray-4075,2026-03-06T22:06:23.736303,gpt-5.4-2026-03-05,openai,5,5,1,pydata__xarray-4075
2,5,4,2,2,2,1,4,5,5,2,1,5,1,3,2,2,2,2,3,matplotlib__matplotlib-24627,2026-03-06T22:06:09.347036,gpt-5.4-2026-03-05,openai,4,4,3,matplotlib__matplotlib-24627
3,5,4,4,3,3,1,4,5,5,2,2,5,1,3,4,3,3,3,3,django__django-13401,2026-03-06T22:05:29.374297,gpt-5.4-2026-03-05,openai,5,5,3,django__django-13401
3,4,5,4,4,4,1,5,5,4,4,2,5,1,3,4,3,4,4,4,astropy__astropy-13977,2026-03-06T22:05:01.104055,gpt-5.4-2026-03-05,openai,5,4,3,astropy__astropy-13977
3,5,3,2,2,2,1,3,3,4,2,2,4,1,2,3,2,2,2,2,django__django-11095,2026-03-06T22:05:01.939567,gpt-5.4-2026-03-05,openai,5,5,2,django__django-11095
2,4,3,2,2,2,1,3,3,4,2,1,4,1,2,2,2,2,2,3,django__django-12713,2026-03-06T22:05:17.843455,gpt-5.4-2026-03-05,openai,5,5,2,django__django-12713
2,4,4,3,2,2,1,4,5,4,2,2,5,1,2,3,2,3,2,3,django__django-13417,2026-03-06T22:05:28.192314,gpt-5.4-2026-03-05,openai,4,4,2,django__django-13417
3,4,4,3,4,2,0,4,5,5,3,2,5,1,3,3,2,3,2,3,sympy__sympy-13031,2026-03-06T22:06:53.245718,gpt-5.4-2026-03-05,openai,5,4,2,sympy__sympy-13031
2,5,3,2,2,2,1,5,5,5,1,1,5,1,3,2,2,2,1,3,sympy__sympy-15809,2026-03-06T22:07:02.459482,gpt-5.4-2026-03-05,openai,5,5,2,sympy__sympy-15809
3,4,4,4,4,3,0,5,5,4,4,2,5,0,3,2,2,3,3,4,sympy__sympy-13877,2026-03-06T22:06:54.068261,gpt-5.4-2026-03-05,openai,4,5,2,sympy__sympy-13877
3,5,4,3,3,2,1,4,4,5,2,2,5,1,2,3,2,3,2,3,django__django-13786,2026-03-06T22:05:28.575104,gpt-5.4-2026-03-05,openai,5,5,2,django__django-13786
2,4,2,2,2,2,1,4,5,4,2,1,4,1,2,3,2,2,1,2,django__django-16642,2026-03-06T22:05:56.315133,gpt-5.4-2026-03-05,openai,4,5,1,django__django-16642
3,5,3,2,3,2,1,5,5,5,1,1,5,1,2,3,2,2,1,2,pytest-dev__pytest-6202,2026-03-06T22:06:28.082700,gpt-5.4-2026-03-05,openai,5,5,2,pytest-dev__pytest-6202
2,4,4,4,4,3,0,4,5,5,4,3,4,1,3,2,2,2,4,4,django__django-11885,2026-03-06T22:05:14.413825,gpt-5.4-2026-03-05,openai,4,4,2,django__django-11885
1,4,4,3,4,3,0,4,3,4,3,2,4,1,3,3,2,2,3,4,sphinx-doc__sphinx-7748,2026-03-06T22:06:41.465860,gpt-5.4-2026-03-05,openai,4,4,2,sphinx-doc__sphinx-7748
3,5,3,2,3,2,1,5,5,4,2,2,5,1,2,2,3,3,2,3,matplotlib__matplotlib-24149,2026-03-06T22:06:09.567666,gpt-5.4-2026-03-05,openai,5,5,2,matplotlib__matplotlib-24149
2,4,3,2,2,2,1,5,4,4,2,2,4,1,2,3,2,2,1,3,django__django-15741,2026-03-06T22:05:52.686043,gpt-5.4-2026-03-05,openai,5,5,2,django__django-15741
2,4,4,3,3,2,1,4,3,4,2,2,4,1,3,3,3,2,2,3,django__django-14500,2026-03-06T22:05:42.256647,gpt-5.4-2026-03-05,openai,4,5,2,django__django-14500
2,4,4,4,4,3,0,4,5,4,4,3,5,0,3,4,3,3,3,4,scikit-learn__scikit-learn-25102,2026-03-06T22:06:38.347107,gpt-5.4-2026-03-05,openai,4,4,3,scikit-learn__scikit-learn-25102
1,4,4,4,3,3,1,5,5,4,4,3,5,1,3,4,2,4,3,4,sympy__sympy-20438,2026-03-06T22:07:05.400391,gpt-5.4-2026-03-05,openai,4,5,2,sympy__sympy-20438
3,5,2,2,1,1,1,5,5,5,1,1,5,1,2,2,1,1,1,2,sympy__sympy-16766,2026-03-06T22:07:03.798966,gpt-5.4-2026-03-05,openai,5,5,1,sympy__sympy-16766
3,4,3,2,2,2,1,4,4,4,2,2,4,1,2,4,1,3,1,2,django__django-13512,2026-03-06T22:05:28.145390,gpt-5.4-2026-03-05,openai,4,5,2,django__django-13512
1,5,3,3,2,2,1,5,5,5,2,2,5,1,3,3,2,3,2,3,astropy__astropy-7606,2026-03-06T22:05:00.417702,gpt-5.4-2026-03-05,openai,5,5,2,astropy__astropy-7606
2,4,4,2,2,2,1,5,5,4,2,2,5,1,2,3,2,2,2,2,sympy__sympy-14976,2026-03-06T22:06:56.917625,gpt-5.4-2026-03-05,openai,4,5,2,sympy__sympy-14976
3,5,4,2,3,2,1,5,5,4,2,2,5,1,2,4,2,3,1,3,django__django-14238,2026-03-06T22:05:31.123285,gpt-5.4-2026-03-05,openai,5,5,2,django__django-14238
3,5,2,2,2,1,1,4,3,4,2,1,5,1,4,2,1,1,1,2,django__django-10914,2026-03-06T22:05:01.314486,gpt-5.4-2026-03-05,openai,5,5,2,django__django-10914
3,5,3,2,2,2,1,4,3,5,2,1,4,1,2,4,2,3,2,3,django__django-14404,2026-03-06T22:05:40.365899,gpt-5.4-2026-03-05,openai,5,5,2,django__django-14404
3,4,4,3,3,2,1,4,4,4,3,2,5,1,3,2,1,2,1,2,psf__requests-6028,2026-03-06T22:06:18.123193,gpt-5.4-2026-03-05,openai,3,4,2,psf__requests-6028
3,5,4,3,4,3,0,5,5,4,4,2,5,1,3,2,2,2,2,3,django__django-13569,2026-03-06T22:05:28.466550,gpt-5.4-2026-03-05,openai,5,4,2,django__django-13569
2,5,2,2,2,1,1,4,4,5,2,1,5,1,2,2,2,3,1,2,pylint-dev__pylint-4970,2026-03-06T22:06:24.409818,gpt-5.4-2026-03-05,openai,4,5,2,pylint-dev__pylint-4970
3,5,4,3,3,3,1,4,5,5,3,2,5,1,3,4,2,3,3,4,matplotlib__matplotlib-24870,2026-03-06T22:06:08.768294,gpt-5.4-2026-03-05,openai,4,4,2,matplotlib__matplotlib-24870
1,4,4,3,4,2,1,5,5,4,4,2,5,1,3,3,2,2,2,3,matplotlib__matplotlib-25332,2026-03-06T22:06:10.254111,gpt-5.4-2026-03-05,openai,4,4,2,matplotlib__matplotlib-25332
2,5,3,2,2,2,1,4,5,5,2,1,5,1,2,2,2,2,1,2,sphinx-doc__sphinx-8595,2026-03-06T22:06:51.442860,gpt-5.4-2026-03-05,openai,4,5,2,sphinx-doc__sphinx-8595
3,5,3,2,2,2,1,4,3,5,1,1,4,1,3,4,2,2,2,2,scikit-learn__scikit-learn-12973,2026-03-06T22:06:37.526402,gpt-5.4-2026-03-05,openai,5,5,2,scikit-learn__scikit-learn-12973
3,5,3,2,3,2,1,4,5,5,1,1,5,1,2,3,2,2,1,2,django__django-17087,2026-03-06T22:06:06.060570,gpt-5.4-2026-03-05,openai,4,5,2,django__django-17087
2,4,4,4,4,3,0,5,5,4,4,2,5,0,3,2,2,2,3,4,django__django-14351,2026-03-06T22:05:40.433529,gpt-5.4-2026-03-05,openai,3,4,3,django__django-14351
1,4,4,3,3,2,1,5,5,4,3,2,5,1,2,2,2,2,2,3,sympy__sympy-19954,2026-03-06T22:07:05.830351,gpt-5.4-2026-03-05,openai,5,5,2,sympy__sympy-19954
2,4,3,2,2,2,1,4,3,4,2,2,4,1,3,4,4,4,2,4,django__django-16100,2026-03-06T22:05:54.012226,gpt-5.4-2026-03-05,openai,4,5,2,django__django-16100
3,5,3,2,2,2,1,4,3,4,1,1,4,1,1,3,2,2,1,2,django__django-12143,2026-03-06T22:05:15.509430,gpt-5.4-2026-03-05,openai,5,5,2,django__django-12143
3,4,4,4,4,3,0,5,5,4,3,2,5,1,3,4,2,4,2,3,django__django-16950,2026-03-06T22:05:58.378458,gpt-5.4-2026-03-05,openai,4,5,2,django__django-16950
2,5,3,3,3,2,1,5,5,5,2,1,5,1,2,2,2,2,1,2,sphinx-doc__sphinx-10323,2026-03-06T22:06:39.301553,gpt-5.4-2026-03-05,openai,5,5,2,sphinx-doc__sphinx-10323
3,4,2,2,2,2,1,5,4,4,2,2,5,1,3,3,2,3,2,3,django__django-12155,2026-03-06T22:05:15.200503,gpt-5.4-2026-03-05,openai,5,5,2,django__django-12155
2,4,3,2,2,2,1,4,4,5,2,1,4,1,3,2,2,2,2,2,django__django-16116,2026-03-06T22:05:54.531623,gpt-5.4-2026-03-05,openai,5,5,2,django__django-16116
3,5,3,2,3,2,1,5,4,4,2,1,5,1,2,2,2,2,2,3,django__django-13590,2026-03-06T22:05:29.363682,gpt-5.4-2026-03-05,openai,5,5,2,django__django-13590
3,5,3,2,2,2,1,4,4,5,2,1,4,1,1,2,2,2,1,2,django__django-17029,2026-03-06T22:05:59.244600,gpt-5.4-2026-03-05,openai,5,5,2,django__django-17029
2,4,4,4,4,3,0,5,5,5,3,2,5,1,3,4,2,3,3,4,sympy__sympy-22080,2026-03-06T22:07:07.826802,gpt-5.4-2026-03-05,openai,4,4,2,sympy__sympy-22080
1,4,4,3,3,2,1,5,4,4,2,2,5,1,3,2,2,2,2,3,django__django-15278,2026-03-06T22:05:43.176016,gpt-5.4-2026-03-05,openai,4,5,2,django__django-15278
2,5,3,3,3,2,1,5,5,5,2,2,5,1,2,4,3,4,2,3,django__django-16454,2026-03-06T22:05:55.414935,gpt-5.4-2026-03-05,openai,5,5,2,django__django-16454
2,5,3,2,3,2,1,4,3,5,2,2,4,1,2,3,2,2,2,3,django__django-13343,2026-03-06T22:05:27.258767,gpt-5.4-2026-03-05,openai,5,4,2,django__django-13343
3,5,3,2,2,2,1,5,5,4,2,2,5,1,2,4,3,3,2,3,django__django-16136,2026-03-06T22:05:54.937399,gpt-5.4-2026-03-05,openai,4,5,2,django__django-16136
1,4,4,3,4,2,0,4,5,4,4,2,5,1,3,2,2,2,2,3,django__django-13158,2026-03-06T22:05:26.210125,gpt-5.4-2026-03-05,openai,4,4,2,django__django-13158
3,4,3,3,3,2,1,5,5,4,2,2,5,1,3,4,2,4,2,3,pylint-dev__pylint-8898,2026-03-06T22:06:25.176431,gpt-5.4-2026-03-05,openai,4,4,2,pylint-dev__pylint-8898
1,5,4,3,3,2,0,5,5,5,3,2,5,1,3,2,3,2,2,3,sympy__sympy-24066,2026-03-06T22:07:08.451657,gpt-5.4-2026-03-05,openai,5,4,2,sympy__sympy-24066
3,5,4,2,3,2,1,5,5,4,2,1,5,1,1,4,2,3,1,2,django__django-14672,2026-03-06T22:05:42.115984,gpt-5.4-2026-03-05,openai,5,5,2,django__django-14672
3,5,4,2,2,2,1,5,5,5,1,1,5,1,2,3,2,2,1,2,sympy__sympy-23824,2026-03-06T22:07:07.429313,gpt-5.4-2026-03-05,openai,5,5,1,sympy__sympy-23824
3,5,3,2,2,2,1,4,5,5,1,1,5,1,2,3,3,2,1,3,django__django-13363,2026-03-06T22:05:27.284664,gpt-5.4-2026-03-05,openai,5,5,2,django__django-13363
3,5,3,2,2,2,1,5,5,5,2,2,5,1,2,2,2,1,2,3,scikit-learn__scikit-learn-14983,2026-03-06T22:06:38.373587,gpt-5.4-2026-03-05,openai,5,5,1,scikit-learn__scikit-learn-14983
1,4,4,4,4,3,0,5,5,4,3,3,4,1,3,4,3,4,4,4,sphinx-doc__sphinx-7590,2026-03-06T22:06:40.834777,gpt-5.4-2026-03-05,openai,5,4,2,sphinx-doc__sphinx-7590
3,5,4,3,3,2,1,4,5,4,4,3,5,1,3,2,1,2,3,4,matplotlib__matplotlib-14623,2026-03-06T22:06:08.982124,gpt-5.4-2026-03-05,openai,4,5,2,matplotlib__matplotlib-14623
3,5,3,2,1,2,1,4,3,5,1,1,4,1,2,3,3,2,1,2,django__django-16527,2026-03-06T22:05:56.133878,gpt-5.4-2026-03-05,openai,5,5,2,django__django-16527
3,5,4,4,4,3,1,5,5,4,4,2,5,0,3,3,2,2,3,4,django__django-16032,2026-03-06T22:05:55.484195,gpt-5.4-2026-03-05,openai,4,4,2,django__django-16032
3,5,3,2,3,2,1,4,5,5,2,1,5,1,3,2,2,2,2,3,pydata__xarray-2905,2026-03-06T22:06:15.229578,gpt-5.4-2026-03-05,openai,5,4,3,pydata__xarray-2905
1,4,4,3,4,2,0,5,4,4,3,2,5,1,2,3,3,2,2,3,django__django-12708,2026-03-06T22:05:16.031800,gpt-5.4-2026-03-05,openai,5,5,2,django__django-12708
2,4,4,4,4,3,1,4,5,4,2,2,5,1,3,4,3,4,2,4,django__django-15022,2026-03-06T22:05:42.040842,gpt-5.4-2026-03-05,openai,4,5,2,django__django-15022
3,5,2,2,1,1,1,5,5,4,1,1,5,1,2,3,2,2,1,2,sympy__sympy-17655,2026-03-06T22:07:04.154862,gpt-5.4-2026-03-05,openai,5,5,2,sympy__sympy-17655
2,5,2,2,1,1,1,4,5,5,1,1,5,1,1,2,1,2,1,2,sphinx-doc__sphinx-9367,2026-03-06T22:06:51.467397,gpt-5.4-2026-03-05,openai,5,5,1,sphinx-doc__sphinx-9367
3,5,2,2,2,2,1,5,5,5,2,1,5,1,2,3,3,3,1,2,pylint-dev__pylint-7080,2026-03-06T22:06:26.296807,gpt-5.4-2026-03-05,openai,4,5,2,pylint-dev__pylint-7080
2,4,3,3,2,2,1,4,3,4,2,2,4,1,3,3,2,2,3,3,astropy__astropy-8707,2026-03-06T22:05:01.570839,gpt-5.4-2026-03-05,openai,5,4,2,astropy__astropy-8707
2,4,4,4,4,3,0,5,5,4,4,3,5,0,3,2,2,2,3,4,django__django-11734,2026-03-06T22:05:13.786318,gpt-5.4-2026-03-05,openai,4,4,3,django__django-11734
3,4,4,3,2,2,1,4,5,4,2,2,5,1,3,2,2,1,2,3,pydata__xarray-4687,2026-03-06T22:06:22.998869,gpt-5.4-2026-03-05,openai,5,5,2,pydata__xarray-4687
3,5,2,2,2,2,1,5,5,4,2,1,5,1,3,2,2,2,2,2,astropy__astropy-7671,2026-03-06T22:05:01.046004,gpt-5.4-2026-03-05,openai,5,5,2,astropy__astropy-7671
3,5,3,3,2,3,1,4,4,5,2,3,5,1,4,5,2,4,2,4,django__django-11276,2026-03-06T22:05:07.562638,gpt-5.4-2026-03-05,openai,5,5,3,django__django-11276
2,5,2,2,1,1,1,4,4,5,1,1,4,1,2,2,2,2,1,2,pallets__flask-5014,2026-03-06T22:06:11.067143,gpt-5.4-2026-03-05,openai,5,5,1,pallets__flask-5014
3,5,4,3,3,2,1,4,3,4,2,2,4,1,2,2,2,2,2,3,django__django-11333,2026-03-06T22:05:03.143358,gpt-5.4-2026-03-05,openai,5,5,2,django__django-11333
2,4,4,3,4,3,0,5,5,5,3,2,5,0,3,3,3,3,1,4,django__django-11299,2026-03-06T22:05:03.264647,gpt-5.4-2026-03-05,openai,4,4,3,django__django-11299
1,4,4,2,2,2,1,3,4,5,2,2,5,1,2,2,2,1,2,2,django__django-16819,2026-03-06T22:05:57.168855,gpt-5.4-2026-03-05,openai,4,4,2,django__django-16819
3,5,2,2,2,1,1,5,5,5,1,1,5,1,1,2,1,2,1,2,pydata__xarray-4629,2026-03-06T22:06:21.793494,gpt-5.4-2026-03-05,openai,5,5,1,pydata__xarray-4629
1,5,4,3,3,3,1,4,5,5,3,2,5,1,3,4,3,3,2,3,django__django-11149,2026-03-06T22:05:03.207609,gpt-5.4-2026-03-05,openai,4,5,2,django__django-11149
3,5,4,3,3,3,1,4,5,5,3,2,5,1,3,4,3,4,2,3,django__django-14170,2026-03-06T22:05:30.822757,gpt-5.4-2026-03-05,openai,4,4,2,django__django-14170
2,5,3,2,3,2,1,5,5,5,3,1,5,1,3,3,2,3,1,3,pytest-dev__pytest-7521,2026-03-06T22:06:27.748527,gpt-5.4-2026-03-05,openai,4,5,2,pytest-dev__pytest-7521
3,4,3,2,2,2,1,5,3,4,2,1,4,1,1,3,2,3,2,2,django__django-13089,2026-03-06T22:05:17.881851,gpt-5.4-2026-03-05,openai,5,5,2,django__django-13089
3,5,4,3,4,2,1,4,3,5,2,2,5,1,2,3,3,3,2,3,django__django-13820,2026-03-06T22:05:28.830783,gpt-5.4-2026-03-05,openai,5,5,2,django__django-13820
3,5,4,3,3,2,1,4,5,4,2,2,5,1,3,4,3,4,3,4,django__django-13344,2026-03-06T22:05:27.632937,gpt-5.4-2026-03-05,openai,4,4,3,django__django-13344
2,5,3,2,2,2,1,5,5,4,2,1,5,1,2,3,2,3,1,2,scikit-learn__scikit-learn-10908,2026-03-06T22:06:34.798514,gpt-5.4-2026-03-05,openai,5,5,2,scikit-learn__scikit-learn-10908
2,5,4,3,2,3,1,4,3,5,2,3,4,1,3,4,3,4,3,4,django__django-11400,2026-03-06T22:05:05.357393,gpt-5.4-2026-03-05,openai,5,5,2,django__django-11400
1,4,4,4,4,3,0,5,5,4,4,2,5,1,3,4,2,4,3,4,django__django-13128,2026-03-06T22:05:26.210811,gpt-5.4-2026-03-05,openai,4,4,3,django__django-13128
3,4,4,3,4,2,1,5,5,4,3,2,5,1,3,2,2,2,2,3,django__django-15382,2026-03-06T22:05:43.860561,gpt-5.4-2026-03-05,openai,4,4,3,django__django-15382
3,5,4,4,4,3,1,4,4,4,2,2,4,1,4,4,3,3,4,4,sympy__sympy-12489,2026-03-06T22:06:52.395583,gpt-5.4-2026-03-05,openai,5,4,3,sympy__sympy-12489
3,5,3,3,2,2,1,4,5,4,2,1,5,1,3,3,2,2,2,3,astropy__astropy-8872,2026-03-06T22:05:00.596928,gpt-5.4-2026-03-05,openai,4,5,2,astropy__astropy-8872
3,5,2,2,2,2,1,5,5,4,1,1,5,1,2,3,2,2,2,2,astropy__astropy-14365,2026-03-06T22:05:01.253051,gpt-5.4-2026-03-05,openai,5,5,2,astropy__astropy-14365
2,4,3,2,2,2,1,4,3,5,2,2,4,1,3,2,2,2,2,3,django__django-11292,2026-03-06T22:05:02.857090,gpt-5.4-2026-03-05,openai,5,5,2,django__django-11292
3,5,4,2,2,2,1,5,5,5,2,2,5,1,3,3,2,2,2,3,sympy__sympy-18211,2026-03-06T22:07:04.546005,gpt-5.4-2026-03-05,openai,4,3,3,sympy__sympy-18211
3,5,4,3,4,2,0,5,5,4,2,2,5,1,2,2,2,2,2,3,django__django-15814,2026-03-06T22:05:54.306659,gpt-5.4-2026-03-05,openai,5,5,2,django__django-15814
2,4,4,3,3,3,1,4,5,5,3,2,5,1,3,4,2,3,2,3,django__django-12406,2026-03-06T22:05:16.612381,gpt-5.4-2026-03-05,openai,4,4,2,django__django-12406
3,4,5,4,4,4,0,4,5,5,5,4,5,0,4,4,4,3,4,5,astropy__astropy-13398,2026-03-06T22:04:59.996677,gpt-5.4-2026-03-05,openai,4,4,3,astropy__astropy-13398
3,5,3,2,2,2,1,5,5,4,2,1,5,1,3,2,1,2,1,2,sympy__sympy-23950,2026-03-06T22:07:07.630546,gpt-5.4-2026-03-05,openai,5,5,2,sympy__sympy-23950
1,5,4,3,4,2,0,4,5,4,4,2,5,1,3,2,2,2,2,3,sphinx-doc__sphinx-9229,2026-03-06T22:06:51.240510,gpt-5.4-2026-03-05,openai,3,4,3,sphinx-doc__sphinx-9229
2,5,3,2,2,2,1,5,5,5,2,1,5,1,2,3,2,3,1,2,psf__requests-5414,2026-03-06T22:06:12.782748,gpt-5.4-2026-03-05,openai,5,5,2,psf__requests-5414
2,4,3,2,2,2,1,4,4,4,2,1,5,1,3,2,1,2,2,2,psf__requests-1142,2026-03-06T22:06:11.168653,gpt-5.4-2026-03-05,openai,3,4,2,psf__requests-1142
1,5,4,3,3,2,1,4,5,4,3,2,5,1,3,3,2,2,3,3,sphinx-doc__sphinx-9602,2026-03-06T22:06:52.208381,gpt-5.4-2026-03-05,openai,4,4,2,sphinx-doc__sphinx-9602
3,4,4,3,3,3,1,4,4,4,2,2,5,1,3,4,3,3,2,3,matplotlib__matplotlib-25122,2026-03-06T22:06:13.054833,gpt-5.4-2026-03-05,openai,5,5,2,matplotlib__matplotlib-25122
2,5,4,3,3,2,1,5,5,5,3,2,5,1,3,3,2,2,2,3,django__django-14053,2026-03-06T22:05:30.961384,gpt-5.4-2026-03-05,openai,4,4,2,django__django-14053
3,5,3,2,3,2,1,4,4,5,2,1,4,1,2,2,1,1,1,2,django__django-12304,2026-03-06T22:05:15.969276,gpt-5.4-2026-03-05,openai,5,5,2,django__django-12304
3,4,4,4,4,3,0,5,5,4,4,2,5,0,3,2,3,2,3,4,django__django-12754,2026-03-06T22:05:17.401120,gpt-5.4-2026-03-05,openai,3,4,2,django__django-12754
2,5,3,2,3,2,1,5,5,4,2,1,5,1,2,3,2,2,1,2,sphinx-doc__sphinx-7889,2026-03-06T22:06:43.814649,gpt-5.4-2026-03-05,openai,5,5,2,sphinx-doc__sphinx-7889
2,5,2,2,2,2,1,5,5,5,2,1,5,1,2,3,1,3,2,2,django__django-11206,2026-03-06T22:05:02.841430,gpt-5.4-2026-03-05,openai,5,5,2,django__django-11206
1,5,4,3,3,2,1,5,5,5,4,2,5,1,2,3,4,2,2,3,sphinx-doc__sphinx-8551,2026-03-06T22:06:50.291936,gpt-5.4-2026-03-05,openai,4,4,2,sphinx-doc__sphinx-8551
3,5,4,2,3,2,1,5,4,4,2,1,5,1,2,2,2,2,2,3,django__django-13112,2026-03-06T22:05:18.236015,gpt-5.4-2026-03-05,openai,3,5,2,django__django-13112
3,5,2,2,2,1,1,5,5,5,1,1,5,1,2,3,2,2,1,2,sympy__sympy-24539,2026-03-06T22:07:08.193070,gpt-5.4-2026-03-05,openai,5,5,1,sympy__sympy-24539
3,5,2,2,2,2,1,5,4,4,1,1,5,1,1,2,2,3,1,2,django__django-16255,2026-03-06T22:05:54.621888,gpt-5.4-2026-03-05,openai,5,5,1,django__django-16255
3,5,4,3,3,2,1,5,5,5,2,1,5,1,3,4,2,4,1,3,django__django-14792,2026-03-06T22:05:41.808651,gpt-5.4-2026-03-05,openai,4,3,3,django__django-14792
3,5,3,2,2,2,1,4,5,5,2,2,5,1,2,2,2,1,2,3,matplotlib__matplotlib-24637,2026-03-06T22:06:09.454499,gpt-5.4-2026-03-05,openai,4,5,2,matplotlib__matplotlib-24637
3,5,4,3,4,2,1,5,5,5,2,1,5,1,3,4,2,3,2,3,pydata__xarray-4966,2026-03-06T22:06:22.322378,gpt-5.4-2026-03-05,openai,5,5,2,pydata__xarray-4966
2,4,4,3,3,2,1,5,5,4,3,1,5,1,2,2,3,2,1,3,pydata__xarray-6721,2026-03-06T22:06:23.361673,gpt-5.4-2026-03-05,openai,5,5,2,pydata__xarray-6721
3,5,4,2,2,2,1,5,4,4,2,2,5,1,2,3,3,3,2,3,django__django-13807,2026-03-06T22:05:29.077422,gpt-5.4-2026-03-05,openai,5,5,2,django__django-13807
3,5,3,3,2,2,1,4,5,4,2,2,5,1,2,3,3,2,2,3,matplotlib__matplotlib-26466,2026-03-06T22:06:10.845226,gpt-5.4-2026-03-05,openai,4,5,2,matplotlib__matplotlib-26466
3,5,3,2,3,2,1,5,5,4,1,1,5,1,2,2,1,1,1,2,matplotlib__matplotlib-20859,2026-03-06T22:06:07.877689,gpt-5.4-2026-03-05,openai,5,5,2,matplotlib__matplotlib-20859
2,5,3,2,2,2,1,5,5,5,2,1,5,1,2,3,4,3,1,2,sphinx-doc__sphinx-8269,2026-03-06T22:06:51.154097,gpt-5.4-2026-03-05,openai,4,5,2,sphinx-doc__sphinx-8269
2,5,2,2,2,2,1,5,5,4,2,1,5,1,2,2,2,2,2,2,astropy__astropy-13033,2026-03-06T22:04:59.632559,gpt-5.4-2026-03-05,openai,5,5,2,astropy__astropy-13033
2,4,4,4,4,4,0,4,5,4,4,3,5,0,3,4,3,3,4,4,django__django-16263,2026-03-06T22:05:56.267953,gpt-5.4-2026-03-05,openai,4,4,3,django__django-16263
3,5,3,2,2,2,1,4,4,5,2,1,4,1,3,2,1,2,1,2,django__django-11119,2026-03-06T22:05:01.921441,gpt-5.4-2026-03-05,openai,5,5,2,django__django-11119
3,5,4,2,3,2,1,4,5,5,2,1,5,1,2,2,2,2,2,3,pydata__xarray-7393,2026-03-06T22:06:23.543861,gpt-5.4-2026-03-05,openai,3,4,2,pydata__xarray-7393
2,4,4,3,3,2,1,4,5,4,2,2,5,1,3,3,2,2,2,3,mwaskom__seaborn-3187,2026-03-06T22:06:10.986676,gpt-5.4-2026-03-05,openai,5,5,2,mwaskom__seaborn-3187
3,5,2,2,2,2,1,5,5,5,1,1,5,1,2,2,2,2,1,2,pytest-dev__pytest-5262,2026-03-06T22:06:25.235786,gpt-5.4-2026-03-05,openai,5,5,2,pytest-dev__pytest-5262
