instance_id,solution_hint,problem_clarity,domain_knowledge_required,logical_reasoning_required,atypicality,verification_difficulty,standard_pattern_available,error_specificity,reproduction_clarity,expected_behavior_clarity,debugging_complexity,codebase_scope,information_completeness,similar_issue_likelihood,side_effect_risk,test_comprehensiveness,test_assertion_complexity,test_edge_case_coverage,solution_complexity,integration_complexity,_extracted_at,_model,_provider,_task_id,entry_point_clarity,change_blast_radius,fix_localization
sympy__sympy-15976,3,4,3,2,2,2,0,4,5,4,2,1,5,0,2,4,3,4,2,2,2026-03-07T02:11:14.840164,claude-sonnet-4-6,anthropic,sympy__sympy-15976,4,2,5
django__django-15957,2,4,5,4,4,3,0,4,5,3,5,3,4,0,3,4,3,3,4,4,2026-03-07T02:10:09.619201,claude-sonnet-4-6,anthropic,django__django-15957,4,3,3
django__django-12050,2,4,3,2,2,2,1,3,2,3,2,1,3,1,2,2,2,1,2,3,2026-03-07T02:09:34.236055,claude-sonnet-4-6,anthropic,django__django-12050,5,2,5
django__django-15280,2,5,4,4,4,3,0,5,5,5,4,2,5,0,2,2,3,2,2,4,2026-03-07T02:10:02.639909,claude-sonnet-4-6,anthropic,django__django-15280,3,3,3
pytest-dev__pytest-7490,1,4,4,4,3,2,0,4,5,5,3,2,5,1,2,3,2,3,3,3,2026-03-07T02:19:45.561633,claude-sonnet-4-6,anthropic,pytest-dev__pytest-7490,4,2,4
django__django-13568,2,4,3,2,2,2,1,4,5,4,2,1,5,1,1,4,3,4,2,2,2026-03-07T02:09:45.872593,claude-sonnet-4-6,anthropic,django__django-13568,5,2,5
django__django-11555,1,3,4,3,3,3,0,4,3,3,3,2,3,1,2,2,3,2,2,3,2026-03-07T02:09:29.043668,claude-sonnet-4-6,anthropic,django__django-11555,4,3,4
scikit-learn__scikit-learn-13135,2,5,3,2,1,2,1,5,5,4,2,1,5,1,1,3,2,2,1,2,2026-03-07T02:10:52.614623,claude-sonnet-4-6,anthropic,scikit-learn__scikit-learn-13135,5,2,5
django__django-13513,3,5,3,2,2,2,1,5,5,5,2,1,5,1,2,3,3,3,3,3,2026-03-07T02:09:45.178258,claude-sonnet-4-6,anthropic,django__django-13513,5,1,5
django__django-10554,1,4,5,4,4,3,0,5,5,4,5,3,4,0,2,4,3,3,3,4,2026-03-07T02:05:36.005491,claude-sonnet-4-6,anthropic,django__django-10554,4,2,5
pydata__xarray-4075,3,5,3,2,2,1,1,5,5,5,2,1,5,1,1,3,2,2,2,2,2026-03-07T02:10:34.244409,claude-sonnet-4-6,anthropic,pydata__xarray-4075,5,1,5
matplotlib__matplotlib-24627,1,4,4,3,2,2,1,4,5,5,3,2,5,1,3,3,2,2,2,3,2026-03-07T02:10:24.521548,claude-sonnet-4-6,anthropic,matplotlib__matplotlib-24627,4,3,4
django__django-13401,2,5,3,3,2,2,1,4,5,5,2,1,5,1,3,4,3,3,3,3,2026-03-07T02:09:43.357282,claude-sonnet-4-6,anthropic,django__django-13401,5,3,5
astropy__astropy-13977,2,4,4,4,3,3,0,5,5,5,3,2,5,1,3,5,4,4,3,3,2026-03-07T02:05:36.851297,claude-sonnet-4-6,anthropic,astropy__astropy-13977,5,3,4
django__django-11095,3,5,3,2,1,2,1,3,3,4,1,1,4,1,2,3,3,3,1,2,2026-03-07T02:05:36.421698,claude-sonnet-4-6,anthropic,django__django-11095,5,2,5
django__django-12713,2,4,3,2,2,2,1,3,2,4,2,1,3,1,2,2,2,2,2,3,2026-03-07T02:09:37.911996,claude-sonnet-4-6,anthropic,django__django-12713,5,2,5
django__django-13417,2,4,4,3,2,2,0,4,5,4,2,1,5,1,2,3,2,2,2,2,2026-03-07T02:09:43.622045,claude-sonnet-4-6,anthropic,django__django-13417,4,2,4
sympy__sympy-13031,2,4,4,3,2,2,0,4,5,5,4,2,5,1,2,3,2,3,2,3,2026-03-07T02:20:00.212340,claude-sonnet-4-6,anthropic,sympy__sympy-13031,5,2,4
sympy__sympy-15809,2,5,3,2,2,2,1,4,5,5,1,1,5,1,3,2,1,2,1,3,2026-03-07T02:13:06.736958,claude-sonnet-4-6,anthropic,sympy__sympy-15809,5,2,5
sympy__sympy-13877,2,4,4,4,3,2,0,5,5,4,4,3,5,1,2,3,2,2,3,3,2026-03-07T02:11:13.267712,claude-sonnet-4-6,anthropic,sympy__sympy-13877,4,2,5
django__django-13786,2,4,4,3,3,2,0,4,3,4,2,1,4,1,1,4,2,3,2,2,2026-03-07T02:09:47.799034,claude-sonnet-4-6,anthropic,django__django-13786,5,2,5
django__django-16642,1,4,3,2,2,2,1,4,5,3,2,1,4,1,2,3,2,2,1,2,2026-03-07T02:10:15.227908,claude-sonnet-4-6,anthropic,django__django-16642,4,1,5
pytest-dev__pytest-6202,3,5,3,2,2,2,0,5,5,5,1,1,5,1,2,3,2,2,1,2,2026-03-07T02:19:45.464318,claude-sonnet-4-6,anthropic,pytest-dev__pytest-6202,5,2,5
django__django-11885,2,4,4,4,3,3,0,3,4,5,4,3,4,1,3,2,2,1,4,4,2026-03-07T02:09:33.171922,claude-sonnet-4-6,anthropic,django__django-11885,4,2,4
sphinx-doc__sphinx-7748,1,3,4,4,3,2,0,3,2,3,4,2,3,0,3,3,3,2,4,4,2026-03-07T02:12:43.768463,claude-sonnet-4-6,anthropic,sphinx-doc__sphinx-7748,4,2,4
matplotlib__matplotlib-24149,3,5,3,2,2,2,1,5,5,4,2,1,5,1,2,3,2,2,2,3,2026-03-07T02:10:24.339142,claude-sonnet-4-6,anthropic,matplotlib__matplotlib-24149,5,2,5
django__django-15741,2,4,3,2,2,2,1,5,4,4,2,1,4,1,1,3,1,2,1,2,2026-03-07T02:10:06.496228,claude-sonnet-4-6,anthropic,django__django-15741,5,2,5
django__django-14500,1,4,4,3,3,3,0,3,2,4,2,1,3,1,2,2,3,2,1,3,2026-03-07T02:09:54.959622,claude-sonnet-4-6,anthropic,django__django-14500,4,2,5
scikit-learn__scikit-learn-25102,1,4,5,4,4,3,0,4,5,4,4,3,5,0,3,4,3,3,3,4,2026-03-07T02:10:52.811618,claude-sonnet-4-6,anthropic,scikit-learn__scikit-learn-25102,4,3,4
sympy__sympy-20438,1,4,4,4,3,2,0,4,5,4,4,3,4,0,3,4,3,3,3,4,2026-03-07T02:13:12.860305,claude-sonnet-4-6,anthropic,sympy__sympy-20438,4,2,5
sympy__sympy-16766,3,5,3,1,1,1,1,4,5,5,1,1,5,1,1,2,1,2,1,2,2026-03-07T02:11:17.050664,claude-sonnet-4-6,anthropic,sympy__sympy-16766,5,1,5
django__django-13512,3,5,3,2,1,2,1,3,3,4,2,2,4,1,2,4,1,3,1,2,2026-03-07T02:09:44.933946,claude-sonnet-4-6,anthropic,django__django-13512,4,2,5
astropy__astropy-7606,1,4,3,3,2,2,1,5,5,5,2,1,5,1,2,3,2,3,2,3,2026-03-07T02:05:36.803697,claude-sonnet-4-6,anthropic,astropy__astropy-7606,5,2,5
sympy__sympy-14976,1,4,4,3,2,2,1,4,5,4,2,2,5,1,2,3,2,2,1,2,2026-03-07T02:13:04.811530,claude-sonnet-4-6,anthropic,sympy__sympy-14976,4,2,5
django__django-14238,3,5,4,2,3,2,1,5,5,4,2,1,5,1,2,4,2,3,1,3,2026-03-07T02:09:52.653734,claude-sonnet-4-6,anthropic,django__django-14238,5,2,5
django__django-10914,3,5,2,1,1,1,1,4,3,5,1,1,5,1,4,1,1,1,1,3,2026-03-07T02:05:37.213677,claude-sonnet-4-6,anthropic,django__django-10914,5,2,5
django__django-14404,2,4,3,2,2,2,1,4,3,4,2,1,4,1,2,4,3,3,1,2,2026-03-07T02:09:55.232488,claude-sonnet-4-6,anthropic,django__django-14404,5,2,5
psf__requests-6028,3,5,3,2,2,2,1,3,4,3,3,1,4,1,2,2,1,2,1,2,2026-03-07T02:10:31.346892,claude-sonnet-4-6,anthropic,psf__requests-6028,3,2,4
django__django-13569,3,5,4,3,3,2,0,5,5,5,2,1,5,1,2,2,3,1,1,3,2026-03-07T02:09:46.314048,claude-sonnet-4-6,anthropic,django__django-13569,5,2,4
pylint-dev__pylint-4970,1,4,3,2,2,2,1,3,3,4,2,1,3,1,2,2,2,2,1,2,2026-03-07T02:10:37.697400,claude-sonnet-4-6,anthropic,pylint-dev__pylint-4970,4,2,5
matplotlib__matplotlib-24870,2,4,4,3,2,2,0,3,5,4,3,2,4,1,2,4,2,3,3,3,2026-03-07T02:10:24.741613,claude-sonnet-4-6,anthropic,matplotlib__matplotlib-24870,4,2,4
matplotlib__matplotlib-25332,1,4,4,3,3,2,1,5,5,4,4,2,5,1,2,2,2,2,2,3,2026-03-07T02:10:28.029492,claude-sonnet-4-6,anthropic,matplotlib__matplotlib-25332,4,2,4
sphinx-doc__sphinx-8595,1,5,4,3,2,2,1,4,5,5,2,1,5,1,2,2,2,2,1,2,2026-03-07T02:11:02.967504,claude-sonnet-4-6,anthropic,sphinx-doc__sphinx-8595,4,2,5
scikit-learn__scikit-learn-12973,3,5,2,2,2,2,1,4,4,5,1,1,5,1,2,4,2,3,1,2,2026-03-07T02:12:36.896331,claude-sonnet-4-6,anthropic,scikit-learn__scikit-learn-12973,5,2,5
django__django-17087,3,5,3,2,2,2,1,4,5,5,2,1,5,1,1,2,1,2,1,2,2026-03-07T02:10:18.883025,claude-sonnet-4-6,anthropic,django__django-17087,4,2,5
django__django-14351,1,4,5,4,4,3,0,5,5,4,5,3,5,0,2,2,2,2,3,4,2026-03-07T02:09:53.583314,claude-sonnet-4-6,anthropic,django__django-14351,3,3,4
sympy__sympy-19954,1,4,3,3,2,2,1,5,5,3,3,1,5,1,1,2,2,2,2,3,2026-03-07T02:13:21.357109,claude-sonnet-4-6,anthropic,sympy__sympy-19954,5,2,5
django__django-16100,2,4,3,2,1,3,1,3,2,4,2,1,3,1,2,4,4,3,2,3,2026-03-07T02:10:10.628579,claude-sonnet-4-6,anthropic,django__django-16100,4,2,5
django__django-12143,3,5,2,1,1,2,1,4,3,4,2,1,4,1,1,2,3,2,1,2,2026-03-07T02:09:34.192260,claude-sonnet-4-6,anthropic,django__django-12143,5,2,5
django__django-16950,2,4,4,4,4,3,0,4,5,4,4,2,5,1,2,4,2,3,3,3,2026-03-07T02:10:17.782702,claude-sonnet-4-6,anthropic,django__django-16950,4,2,5
sphinx-doc__sphinx-10323,2,4,4,3,3,2,0,4,5,5,2,1,5,1,2,2,2,2,1,2,2026-03-07T02:10:54.949542,claude-sonnet-4-6,anthropic,sphinx-doc__sphinx-10323,5,2,5
django__django-12155,3,5,3,2,2,2,1,5,5,4,2,2,5,1,3,2,2,2,2,3,2026-03-07T02:09:33.325075,claude-sonnet-4-6,anthropic,django__django-12155,5,2,5
django__django-16116,2,5,3,2,2,2,1,3,3,4,1,1,4,1,3,2,2,2,2,2,2026-03-07T02:10:10.367515,claude-sonnet-4-6,anthropic,django__django-16116,5,2,5
django__django-13590,3,5,3,2,2,2,1,5,4,4,2,1,5,1,2,2,2,2,2,3,2026-03-07T02:09:46.420370,claude-sonnet-4-6,anthropic,django__django-13590,5,2,5
django__django-17029,3,5,3,1,1,1,1,4,3,5,1,1,4,1,1,2,2,1,1,2,2026-03-07T02:10:19.255841,claude-sonnet-4-6,anthropic,django__django-17029,5,2,5
sympy__sympy-22080,2,4,4,4,3,2,0,4,5,5,4,3,4,1,3,3,2,3,3,3,2026-03-07T02:13:15.214810,claude-sonnet-4-6,anthropic,sympy__sympy-22080,4,2,4
django__django-15278,1,4,4,3,3,2,0,5,5,4,3,2,5,1,2,2,2,2,2,3,2026-03-07T02:10:02.367845,claude-sonnet-4-6,anthropic,django__django-15278,4,2,5
django__django-16454,2,5,4,3,3,2,0,5,5,4,2,1,5,1,2,4,3,3,2,3,2026-03-07T02:10:13.841600,claude-sonnet-4-6,anthropic,django__django-16454,5,2,5
django__django-13343,2,5,3,2,2,2,1,4,3,5,2,1,4,1,1,2,2,1,2,2,2026-03-07T02:09:42.839048,claude-sonnet-4-6,anthropic,django__django-13343,5,2,4
django__django-16136,2,5,4,3,3,2,1,5,5,4,2,1,5,1,1,3,3,2,2,3,2026-03-07T02:10:10.868060,claude-sonnet-4-6,anthropic,django__django-16136,4,2,5
django__django-13158,0,4,4,4,3,2,0,4,4,4,4,2,4,1,2,2,2,2,2,3,2026-03-07T02:09:40.273817,claude-sonnet-4-6,anthropic,django__django-13158,4,2,4
pylint-dev__pylint-8898,3,5,3,3,2,2,1,5,5,4,2,2,5,1,2,4,3,3,3,3,2026-03-07T02:10:38.708311,claude-sonnet-4-6,anthropic,pylint-dev__pylint-8898,4,2,4
sympy__sympy-24066,1,4,4,3,3,2,0,5,5,4,3,1,5,0,2,3,3,2,2,3,2026-03-07T02:13:18.049103,claude-sonnet-4-6,anthropic,sympy__sympy-24066,5,2,4
django__django-14672,3,5,3,2,2,2,1,5,5,5,2,1,5,1,1,3,2,2,1,2,2026-03-07T02:09:56.610116,claude-sonnet-4-6,anthropic,django__django-14672,5,2,5
sympy__sympy-23824,3,5,3,2,2,2,1,5,5,5,1,1,5,1,1,3,2,2,1,2,2026-03-07T02:11:25.961464,claude-sonnet-4-6,anthropic,sympy__sympy-23824,5,1,5
django__django-13363,3,5,3,2,2,2,1,4,5,4,2,1,5,1,2,3,2,2,1,2,2026-03-07T02:09:42.971163,claude-sonnet-4-6,anthropic,django__django-13363,5,2,5
scikit-learn__scikit-learn-14983,3,5,3,3,3,2,1,5,5,5,2,1,5,1,1,3,2,2,2,2,2026-03-07T02:19:50.109579,claude-sonnet-4-6,anthropic,scikit-learn__scikit-learn-14983,5,1,5
sphinx-doc__sphinx-7590,1,3,5,4,4,3,0,4,5,3,4,3,4,0,2,5,3,4,4,4,2026-03-07T02:10:57.823073,claude-sonnet-4-6,anthropic,sphinx-doc__sphinx-7590,5,2,4
matplotlib__matplotlib-14623,1,4,4,3,3,2,0,4,5,5,4,3,5,1,2,2,1,2,2,3,2026-03-07T02:10:20.599729,claude-sonnet-4-6,anthropic,matplotlib__matplotlib-14623,4,2,5
django__django-16527,3,5,3,1,1,2,1,4,3,5,1,1,4,1,2,4,3,3,1,2,2026-03-07T02:10:13.876056,claude-sonnet-4-6,anthropic,django__django-16527,5,2,5
django__django-16032,3,5,5,4,4,2,0,5,5,4,5,3,5,0,3,3,2,2,3,4,2026-03-07T02:10:09.105104,claude-sonnet-4-6,anthropic,django__django-16032,4,2,4
pydata__xarray-2905,3,5,3,2,2,2,1,4,5,5,2,1,5,1,3,2,2,2,1,3,2026-03-07T02:10:31.346154,claude-sonnet-4-6,anthropic,pydata__xarray-2905,5,3,4
django__django-12708,1,4,4,3,3,3,0,4,3,3,2,2,4,1,2,3,3,2,1,3,2026-03-07T02:09:38.160798,claude-sonnet-4-6,anthropic,django__django-12708,5,2,5
django__django-15022,2,4,4,3,3,3,0,3,4,3,3,1,4,1,3,4,3,3,2,3,2026-03-07T02:10:00.381013,claude-sonnet-4-6,anthropic,django__django-15022,4,2,5
sympy__sympy-17655,3,5,2,1,1,1,1,5,5,4,1,1,5,1,1,2,1,1,1,2,2026-03-07T02:11:16.317685,claude-sonnet-4-6,anthropic,sympy__sympy-17655,5,2,5
sphinx-doc__sphinx-9367,2,5,2,2,1,1,1,4,5,5,1,1,5,1,1,2,1,2,1,2,2026-03-07T02:19:54.950499,claude-sonnet-4-6,anthropic,sphinx-doc__sphinx-9367,5,1,5
pylint-dev__pylint-7080,3,5,3,2,2,2,1,4,5,4,2,1,5,1,2,2,3,2,1,2,2026-03-07T02:10:39.216504,claude-sonnet-4-6,anthropic,pylint-dev__pylint-7080,4,2,5
astropy__astropy-8707,2,4,3,3,2,2,1,3,3,4,3,2,4,1,2,3,2,2,3,3,2026-03-07T02:09:30.094539,claude-sonnet-4-6,anthropic,astropy__astropy-8707,5,2,4
django__django-11734,1,4,5,4,4,3,0,4,5,3,5,3,4,0,3,2,2,2,4,4,2026-03-07T02:09:28.691607,claude-sonnet-4-6,anthropic,django__django-11734,4,3,4
pydata__xarray-4687,2,4,3,2,2,2,1,4,5,5,2,1,5,1,2,2,2,2,2,3,2026-03-07T02:10:34.460609,claude-sonnet-4-6,anthropic,pydata__xarray-4687,5,2,5
astropy__astropy-7671,2,5,2,2,2,2,1,5,5,5,2,1,5,1,2,3,2,2,2,2,2026-03-07T02:05:37.052363,claude-sonnet-4-6,anthropic,astropy__astropy-7671,5,2,5
django__django-11276,3,5,2,2,1,3,1,4,4,5,2,3,5,1,4,4,2,3,2,4,2026-03-07T02:09:28.718332,claude-sonnet-4-6,anthropic,django__django-11276,5,3,5
pallets__flask-5014,2,5,2,1,1,1,1,3,3,5,1,1,3,1,2,1,1,2,1,1,2026-03-07T02:10:29.264457,claude-sonnet-4-6,anthropic,pallets__flask-5014,5,1,5
django__django-11333,3,5,3,2,2,2,1,4,3,4,2,2,5,1,2,2,2,2,2,3,2026-03-07T02:05:36.652992,claude-sonnet-4-6,anthropic,django__django-11333,5,2,5
django__django-11299,1,4,5,4,4,3,0,5,5,5,4,2,5,0,2,4,3,3,1,3,2026-03-07T02:05:37.180297,claude-sonnet-4-6,anthropic,django__django-11299,4,3,4
django__django-16819,1,3,4,2,2,2,1,2,2,3,3,2,2,1,2,2,1,1,2,3,2026-03-07T02:10:22.400557,claude-sonnet-4-6,anthropic,django__django-16819,4,2,4
pydata__xarray-4629,3,5,2,1,1,1,1,5,5,5,1,1,5,1,1,2,1,1,1,2,2026-03-07T02:10:33.482304,claude-sonnet-4-6,anthropic,pydata__xarray-4629,5,1,5
django__django-11149,1,4,4,3,2,2,0,3,4,4,3,2,4,1,3,4,3,3,3,3,2026-03-07T02:05:38.661728,claude-sonnet-4-6,anthropic,django__django-11149,4,2,5
django__django-14170,2,5,4,4,4,3,0,4,5,4,3,2,5,1,2,3,3,3,3,3,2026-03-07T02:09:53.565682,claude-sonnet-4-6,anthropic,django__django-14170,4,2,4
pytest-dev__pytest-7521,2,5,4,3,3,2,1,5,5,5,2,1,5,1,2,3,2,3,1,2,2026-03-07T02:19:45.428747,claude-sonnet-4-6,anthropic,pytest-dev__pytest-7521,4,2,5
django__django-13089,2,4,3,2,1,4,1,5,2,4,2,1,4,1,1,2,3,2,1,2,2026-03-07T02:09:38.977007,claude-sonnet-4-6,anthropic,django__django-13089,5,2,5
django__django-13820,3,5,4,2,4,3,0,4,3,5,2,1,5,1,2,3,3,2,2,2,2026-03-07T02:09:49.075716,claude-sonnet-4-6,anthropic,django__django-13820,5,2,5
django__django-13344,3,4,4,3,3,3,1,4,5,4,3,3,5,1,3,4,3,3,3,4,2026-03-07T02:09:44.651878,claude-sonnet-4-6,anthropic,django__django-13344,4,3,4
scikit-learn__scikit-learn-10908,2,5,3,2,1,2,1,5,5,5,2,1,5,1,2,3,2,3,1,2,2026-03-07T02:19:49.287628,claude-sonnet-4-6,anthropic,scikit-learn__scikit-learn-10908,5,2,5
django__django-11400,2,4,4,3,2,2,1,4,3,4,2,3,4,1,2,4,3,3,3,3,2026-03-07T02:05:36.501629,claude-sonnet-4-6,anthropic,django__django-11400,5,2,5
django__django-13128,1,4,5,4,4,3,0,5,5,4,4,2,4,1,3,4,3,3,4,4,2026-03-07T02:09:41.701316,claude-sonnet-4-6,anthropic,django__django-13128,4,3,4
django__django-15382,3,4,4,3,3,2,0,4,5,3,3,1,4,1,2,2,2,2,2,3,2026-03-07T02:10:04.146290,claude-sonnet-4-6,anthropic,django__django-15382,4,3,4
sympy__sympy-12489,3,4,3,2,2,2,1,4,3,4,2,2,4,1,2,4,4,3,3,3,2026-03-07T02:20:04.912977,claude-sonnet-4-6,anthropic,sympy__sympy-12489,5,3,4
astropy__astropy-8872,2,4,4,3,2,2,1,4,5,4,2,1,4,1,2,2,2,2,2,3,2026-03-07T02:05:37.179768,claude-sonnet-4-6,anthropic,astropy__astropy-8872,4,2,5
astropy__astropy-14365,3,5,2,1,1,1,1,5,5,4,2,1,5,1,2,3,2,2,1,2,2026-03-07T02:05:36.125255,claude-sonnet-4-6,anthropic,astropy__astropy-14365,5,2,5
django__django-11292,2,4,3,2,2,2,1,3,3,4,2,2,3,1,3,2,3,2,2,3,2026-03-07T02:05:37.593509,claude-sonnet-4-6,anthropic,django__django-11292,5,2,5
sympy__sympy-18211,3,5,3,2,1,1,1,4,5,5,2,2,5,1,2,2,2,2,2,3,2026-03-07T02:13:10.247202,claude-sonnet-4-6,anthropic,sympy__sympy-18211,4,3,3
django__django-15814,3,5,4,2,2,2,0,5,5,4,2,1,5,1,2,2,2,1,1,3,2026-03-07T02:10:07.197188,claude-sonnet-4-6,anthropic,django__django-15814,5,2,5
django__django-12406,1,4,4,3,3,2,0,4,5,4,3,2,4,1,3,4,2,3,3,3,2026-03-07T02:09:36.787585,claude-sonnet-4-6,anthropic,django__django-12406,4,2,4
astropy__astropy-13398,3,4,5,4,4,4,0,3,4,4,4,4,4,0,4,4,3,3,4,4,2026-03-07T02:05:35.811143,claude-sonnet-4-6,anthropic,astropy__astropy-13398,4,3,4
sympy__sympy-23950,3,5,3,2,2,1,0,5,5,4,2,1,5,1,3,3,1,2,1,2,2026-03-07T02:13:17.247912,claude-sonnet-4-6,anthropic,sympy__sympy-23950,5,2,5
sphinx-doc__sphinx-9229,0,4,4,4,3,2,0,3,5,4,4,2,5,0,2,2,2,1,3,3,2026-03-07T02:19:54.998324,claude-sonnet-4-6,anthropic,sphinx-doc__sphinx-9229,3,3,4
psf__requests-5414,2,5,3,2,1,1,1,5,5,5,2,1,5,1,2,2,1,2,1,2,2026-03-07T02:10:30.352249,claude-sonnet-4-6,anthropic,psf__requests-5414,5,2,5
psf__requests-1142,2,4,3,2,2,2,1,4,4,4,2,1,4,1,3,2,1,2,2,2,2026-03-07T02:10:29.283608,claude-sonnet-4-6,anthropic,psf__requests-1142,3,2,4
sphinx-doc__sphinx-9602,1,4,4,4,3,2,0,4,5,4,4,2,5,0,2,3,3,2,3,3,2026-03-07T02:11:06.300396,claude-sonnet-4-6,anthropic,sphinx-doc__sphinx-9602,4,2,4
matplotlib__matplotlib-25122,3,5,4,3,2,3,1,4,4,4,2,1,5,1,3,3,3,2,1,2,2026-03-07T02:10:25.635010,claude-sonnet-4-6,anthropic,matplotlib__matplotlib-25122,5,2,5
django__django-14053,1,4,4,4,3,2,0,4,4,5,3,2,5,1,2,2,2,2,3,3,2026-03-07T02:09:50.851915,claude-sonnet-4-6,anthropic,django__django-14053,4,2,4
django__django-12304,3,5,3,1,2,1,1,4,4,4,2,1,5,1,2,2,1,1,1,2,2026-03-07T02:09:34.731569,claude-sonnet-4-6,anthropic,django__django-12304,5,2,5
django__django-12754,3,4,4,3,3,2,0,5,5,4,4,2,5,1,2,2,2,1,3,3,2026-03-07T02:09:37.882397,claude-sonnet-4-6,anthropic,django__django-12754,3,2,4
sphinx-doc__sphinx-7889,2,4,3,2,2,2,1,4,4,3,2,1,4,1,1,3,2,2,1,2,2026-03-07T02:10:59.987823,claude-sonnet-4-6,anthropic,sphinx-doc__sphinx-7889,5,2,5
django__django-11206,2,5,3,3,2,2,1,5,5,5,2,1,5,1,2,2,1,2,2,2,2026-03-07T02:05:38.582926,claude-sonnet-4-6,anthropic,django__django-11206,5,2,5
sphinx-doc__sphinx-8551,0,4,5,4,4,3,0,4,5,4,4,3,5,0,2,3,4,2,2,3,2026-03-07T02:11:01.760033,claude-sonnet-4-6,anthropic,sphinx-doc__sphinx-8551,4,2,4
django__django-13112,3,4,4,2,2,2,0,5,4,3,3,2,4,1,2,3,2,2,2,3,2026-03-07T02:09:40.249730,claude-sonnet-4-6,anthropic,django__django-13112,3,2,5
sympy__sympy-24539,2,5,3,2,1,1,1,4,5,5,1,1,5,1,2,3,2,3,1,2,2026-03-07T02:13:20.180159,claude-sonnet-4-6,anthropic,sympy__sympy-24539,5,1,5
django__django-16255,3,5,2,1,1,2,1,5,3,4,1,1,5,1,1,2,2,2,1,2,2026-03-07T02:10:11.492674,claude-sonnet-4-6,anthropic,django__django-16255,5,1,5
django__django-14792,2,4,4,3,3,3,0,5,5,5,2,2,5,1,3,4,2,3,1,3,2026-03-07T02:09:59.180178,claude-sonnet-4-6,anthropic,django__django-14792,4,3,3
matplotlib__matplotlib-24637,3,5,3,2,2,2,1,4,5,4,2,1,5,1,2,2,2,1,1,3,2026-03-07T02:10:25.374249,claude-sonnet-4-6,anthropic,matplotlib__matplotlib-24637,4,2,5
pydata__xarray-4966,3,5,4,2,3,2,1,5,5,5,2,1,5,1,2,4,2,3,2,2,2026-03-07T02:10:33.969193,claude-sonnet-4-6,anthropic,pydata__xarray-4966,5,2,5
pydata__xarray-6721,2,4,4,3,2,2,0,5,4,4,2,2,5,1,1,2,2,1,1,2,2026-03-07T02:10:35.683678,claude-sonnet-4-6,anthropic,pydata__xarray-6721,5,2,5
django__django-13807,3,5,3,2,2,2,1,5,4,4,1,1,5,1,1,3,3,2,2,2,2026-03-07T02:09:49.726677,claude-sonnet-4-6,anthropic,django__django-13807,5,2,5
matplotlib__matplotlib-26466,3,5,3,2,1,2,1,4,5,4,2,2,5,1,2,2,3,2,2,3,2026-03-07T02:10:28.543268,claude-sonnet-4-6,anthropic,matplotlib__matplotlib-26466,4,2,5
matplotlib__matplotlib-20859,3,5,3,2,2,1,1,5,5,4,1,1,5,1,2,2,1,1,1,2,2026-03-07T02:10:21.017461,claude-sonnet-4-6,anthropic,matplotlib__matplotlib-20859,5,2,5
sphinx-doc__sphinx-8269,2,5,3,2,2,3,1,5,5,5,2,1,5,1,2,2,4,2,1,2,2026-03-07T02:19:55.088106,claude-sonnet-4-6,anthropic,sphinx-doc__sphinx-8269,4,2,5
astropy__astropy-13033,2,5,3,2,1,1,1,5,5,4,2,1,5,1,1,2,2,2,2,2,2026-03-07T02:09:29.203469,claude-sonnet-4-6,anthropic,astropy__astropy-13033,5,2,5
django__django-16263,1,4,5,5,4,4,0,3,5,4,5,4,4,0,3,3,3,3,5,5,2026-03-07T02:10:11.522534,claude-sonnet-4-6,anthropic,django__django-16263,4,3,4
django__django-11119,2,4,3,2,1,2,1,4,3,4,2,1,4,1,2,2,1,2,1,2,2026-03-07T02:05:37.707039,claude-sonnet-4-6,anthropic,django__django-11119,5,2,5
pydata__xarray-7393,3,5,4,2,2,1,1,4,5,5,3,1,5,1,2,3,2,2,2,3,2026-03-07T02:10:36.918960,claude-sonnet-4-6,anthropic,pydata__xarray-7393,3,2,4
mwaskom__seaborn-3187,2,4,3,2,2,2,1,4,5,4,2,2,5,1,2,2,2,2,2,3,2026-03-07T02:10:28.585206,claude-sonnet-4-6,anthropic,mwaskom__seaborn-3187,5,2,5
pytest-dev__pytest-5262,3,5,3,1,2,2,1,5,5,5,1,1,5,1,1,2,2,1,1,2,2026-03-07T02:10:41.672061,claude-sonnet-4-6,anthropic,pytest-dev__pytest-5262,5,2,5
pytest-dev__pytest-7571,1,5,3,2,2,2,1,4,5,5,2,1,5,1,1,3,3,2,2,2,2026-03-07T02:19:45.042650,claude-sonnet-4-6,anthropic,pytest-dev__pytest-7571,4,2,5
astropy__astropy-14369,1,4,5,4,4,2,0,4,5,4,4,2,5,0,3,3,2,3,3,3,2026-03-07T02:09:28.591702,claude-sonnet-4-6,anthropic,astropy__astropy-14369,4,2,5
sphinx-doc__sphinx-8475,3,5,2,1,1,2,1,4,3,4,2,1,4,1,2,3,3,2,1,2,2026-03-07T02:11:00.493260,claude-sonnet-4-6,anthropic,sphinx-doc__sphinx-8475,5,1,5
django__django-15731,3,5,2,1,1,1,1,5,5,5,1,1,5,1,2,3,2,2,1,2,2026-03-07T02:10:07.197789,claude-sonnet-4-6,anthropic,django__django-15731,5,2,5
pytest-dev__pytest-5809,3,5,1,1,1,1,1,5,5,5,1,1,5,1,1,2,2,1,1,1,2026-03-07T02:19:44.991042,claude-sonnet-4-6,anthropic,pytest-dev__pytest-5809,5,1,5
