solution_hint,problem_clarity,solution_complexity,domain_knowledge_required,logical_reasoning_required,atypicality,verification_difficulty,standard_pattern_available,integration_complexity,_task_id,solution_discovery_needed,fix_pattern_type,location_hints_provided,solution_prescribed,minimal_repro_provided,num_files_modified,num_hunks,num_lines_changed,log_lines_changed,patch_adds,patch_deletes,patch_chars,patch_files_gt2,patch_files_gt3,patch_lines_gt20,patch_lines_gt50,test_patch_chars,test_patch_hunks,test_patch_files,test_patch_lines,stmt_words,stmt_chars,stmt_lines,stmt_lines_gt80,has_http_link,has_code_block,has_stack_trace,feature_request_phrasing,is_django,is_sympy,repo_name
3,4,1,3,2,1,2,1,2,matplotlib__matplotlib-26342,1,2,1,1,1,1,2,7,0.9030899869919435,2,5,687,0,0,0,0,1061,2,1,10,58,571,20,0,1,1,0,0,0,0,matplotlib/matplotlib
1,4,2,4,3,3,2,0,2,sympy__sympy-23413,3,1,0,0,1,1,1,11,1.0791812460476249,7,4,1296,0,0,0,0,1074,2,2,10,59,353,9,0,0,0,0,0,0,1,sympy/sympy
2,4,4,5,4,3,4,0,4,django__django-15629,3,4,1,1,1,4,6,42,1.6334684555795864,34,8,5128,1,1,1,0,6409,3,2,127,247,2395,34,0,0,1,0,0,1,0,django/django
1,4,2,4,3,3,2,0,3,pydata__xarray-7233,3,1,0,0,1,1,1,5,0.7781512503836436,4,1,605,0,0,0,0,5912,1,1,146,261,1816,58,0,1,1,0,0,0,0,pydata/xarray
3,5,2,3,2,2,2,1,2,astropy__astropy-14508,1,3,1,1,1,1,1,24,1.3979400086720377,5,19,1517,0,0,1,0,1236,1,1,21,358,2629,58,0,1,1,0,0,0,0,astropy/astropy
2,4,3,4,3,3,2,1,3,django__django-15916,3,3,1,0,1,1,3,13,1.146128035678238,3,10,1709,0,0,0,0,1569,1,1,35,233,1744,27,0,0,1,0,0,1,0,django/django
2,4,3,4,3,2,3,1,4,matplotlib__matplotlib-25775,2,2,1,1,0,3,12,39,1.6020599913279623,34,5,5178,1,0,1,0,2655,2,1,62,98,718,11,0,0,0,0,0,0,0,matplotlib/matplotlib
2,4,2,4,3,4,3,0,2,django__django-14311,3,1,1,1,0,1,1,9,1.0,7,2,947,0,0,0,0,1277,2,2,11,79,605,10,0,1,1,0,0,1,0,django/django
2,4,2,3,2,2,2,1,2,sphinx-doc__sphinx-9281,3,0,0,1,1,1,2,7,0.9030899869919435,5,2,1248,0,0,0,0,560,2,1,9,95,809,33,0,1,1,0,0,0,0,sphinx-doc/sphinx
1,5,1,3,2,1,2,1,2,pydata__xarray-3677,2,0,1,0,1,1,1,1,0.3010299956639812,1,0,422,0,0,0,0,728,2,1,7,147,1456,41,0,0,1,1,0,0,0,pydata/xarray
3,4,1,4,2,2,2,1,2,sympy__sympy-19040,2,1,1,1,1,1,1,2,0.47712125471966244,1,1,378,0,0,0,0,799,2,1,3,210,1885,46,0,1,1,0,0,0,1,sympy/sympy
1,3,4,5,4,4,4,0,3,django__django-13315,4,3,0,0,0,1,1,12,1.1139433523068367,10,2,1186,0,0,0,0,3662,3,2,76,47,285,6,0,0,0,0,0,1,0,django/django
3,4,3,4,4,3,3,0,3,sympy__sympy-15599,2,1,1,1,1,1,4,18,1.2787536009528289,15,3,1507,0,0,0,0,545,1,1,6,224,1828,56,0,1,1,0,0,0,1,sympy/sympy
3,5,1,2,1,1,2,1,1,pytest-dev__pytest-7982,1,1,1,1,0,1,1,2,0.47712125471966244,1,1,441,0,0,0,0,944,2,1,10,71,451,7,0,0,0,0,0,0,0,pytest-dev/pytest
3,5,1,3,2,1,2,1,2,django__django-11451,1,0,1,1,0,1,1,2,0.47712125471966244,2,0,575,0,0,0,0,1039,1,1,13,249,2067,32,0,0,0,0,0,1,0,django/django
2,4,2,3,3,2,2,1,2,sympy__sympy-15976,2,1,1,1,1,1,2,33,1.5314789170422551,14,19,2040,0,0,1,0,8407,1,1,135,125,1053,28,0,1,0,0,0,0,1,sympy/sympy
2,4,4,5,4,4,3,0,4,django__django-15957,4,2,0,0,1,1,4,33,1.5314789170422551,26,7,3039,0,0,1,0,2870,1,1,64,129,854,13,0,0,0,1,0,1,0,django/django
2,4,2,4,3,2,2,1,3,django__django-12050,2,1,1,1,0,1,1,19,1.3010299956639813,4,15,1412,0,0,0,0,630,1,1,7,52,347,6,0,0,0,0,0,1,0,django/django
2,4,2,4,4,3,3,0,4,django__django-15280,4,0,1,0,1,1,1,5,0.7781512503836436,3,2,929,0,0,0,0,1514,1,1,26,293,2509,46,0,0,1,1,0,1,0,django/django
1,4,3,4,4,3,3,0,4,pytest-dev__pytest-7490,3,1,1,0,1,1,2,21,1.3424226808222062,11,10,1711,0,0,1,0,1453,2,1,28,826,22778,378,1,0,1,0,0,0,0,pytest-dev/pytest
2,4,2,4,3,3,2,0,2,django__django-13568,2,0,0,1,1,1,1,5,0.7781512503836436,4,1,672,0,0,0,0,3072,2,1,56,97,765,13,0,0,0,0,0,1,0,django/django
1,4,2,4,3,3,2,1,3,django__django-11555,3,0,1,0,1,1,1,3,0.6020599913279624,3,0,630,0,0,0,0,1852,3,2,26,115,748,8,0,1,1,0,0,1,0,django/django
2,4,1,3,3,2,2,1,2,scikit-learn__scikit-learn-13135,2,0,1,1,1,1,1,2,0.47712125471966244,2,0,674,0,0,0,0,1612,2,1,16,596,5280,147,1,0,1,1,0,0,0,scikit-learn/scikit-learn
3,5,3,4,3,3,3,1,3,django__django-13513,2,3,1,1,1,1,4,44,1.6532125137753437,23,21,3686,0,0,1,0,1653,1,1,28,120,1158,26,0,1,0,0,0,1,0,django/django
1,4,4,5,4,4,3,0,4,django__django-10554,4,1,0,0,1,2,2,11,1.0791812460476249,10,1,1554,0,0,0,0,1795,1,1,23,245,2909,53,0,0,1,1,0,1,0,django/django
3,5,2,3,2,2,2,1,2,pydata__xarray-4075,1,0,1,1,1,1,1,9,1.0,8,1,823,0,0,0,0,1258,2,1,23,263,2273,105,1,1,1,0,0,0,0,pydata/xarray
2,4,2,4,3,2,2,1,3,matplotlib__matplotlib-24627,3,1,0,0,1,1,1,4,0.6989700043360189,3,1,627,0,0,0,0,705,1,1,13,59,395,12,0,0,1,0,0,0,0,matplotlib/matplotlib
3,5,3,4,3,2,2,1,3,django__django-13401,2,1,1,1,1,1,1,26,1.4313637641589874,23,3,2030,0,0,1,0,1703,1,1,30,189,1234,19,0,0,0,0,0,1,0,django/django
2,4,4,5,4,4,3,0,4,astropy__astropy-13977,3,0,1,1,1,1,1,95,1.9822712330395684,56,39,5777,0,0,1,1,5645,3,2,127,455,3762,88,1,1,1,1,0,0,0,astropy/astropy
3,5,1,3,2,1,2,1,2,django__django-11095,1,2,1,1,0,1,2,6,0.8450980400142568,5,1,945,0,0,0,0,1594,1,1,26,59,381,6,0,0,0,0,0,1,0,django/django
2,4,2,3,2,2,2,1,2,django__django-12713,2,0,1,1,0,1,1,30,1.4913616938342726,19,11,1986,0,0,1,0,1690,2,1,19,30,257,8,0,0,1,0,0,1,0,django/django
2,4,2,4,3,3,2,0,2,django__django-13417,2,0,1,0,1,1,1,7,0.9030899869919435,6,1,654,0,0,0,0,813,1,1,10,134,940,23,0,0,0,0,0,1,0,django/django
2,4,3,4,3,3,2,1,3,sympy__sympy-13031,3,0,1,0,1,1,2,12,1.1139433523068367,8,4,1047,0,0,0,0,703,1,1,6,108,717,38,0,0,1,0,0,0,1,sympy/sympy
2,4,1,3,2,2,2,1,2,sympy__sympy-15809,1,1,0,1,1,1,1,2,0.47712125471966244,0,2,498,0,0,0,0,826,2,1,6,43,350,3,0,1,0,1,0,0,1,sympy/sympy
2,4,3,4,4,3,3,0,3,sympy__sympy-13877,4,0,1,1,1,2,6,34,1.5440680443502757,20,14,3483,0,0,1,0,595,1,1,8,328,4361,63,0,0,1,1,0,0,1,sympy/sympy
3,4,2,4,3,3,2,1,3,django__django-13786,2,1,1,1,0,1,1,6,0.8450980400142568,5,1,935,0,0,0,0,1613,1,1,36,92,740,7,0,0,0,0,0,1,0,django/django
1,4,1,3,2,2,2,1,2,django__django-16642,2,0,0,0,1,1,1,2,0.47712125471966244,2,0,632,0,0,0,0,619,1,1,2,35,261,7,0,0,0,0,0,1,0,django/django
3,5,1,3,2,2,2,1,2,pytest-dev__pytest-6202,1,1,1,1,1,1,1,3,0.6020599913279624,1,2,432,0,0,0,0,1438,2,1,11,148,2157,42,0,1,1,0,0,0,0,pytest-dev/pytest
2,4,4,4,4,3,3,0,4,django__django-11885,3,4,0,1,1,2,10,130,2.1172712956557644,70,60,10818,0,0,1,1,707,1,1,8,199,1296,25,0,0,0,0,0,1,0,django/django
1,3,4,4,4,3,3,0,4,sphinx-doc__sphinx-7748,4,2,1,0,0,1,4,90,1.9590413923210936,63,27,5740,0,0,1,1,1811,4,2,20,62,381,4,0,0,0,0,1,0,0,sphinx-doc/sphinx
3,5,2,3,2,2,2,1,2,matplotlib__matplotlib-24149,2,0,1,1,1,1,1,8,0.9542425094393249,8,0,972,0,0,0,0,642,1,1,13,361,3224,107,1,0,1,1,0,0,0,matplotlib/matplotlib
2,4,1,3,2,2,2,1,2,django__django-15741,2,0,1,0,1,1,1,1,0.3010299956639812,1,0,458,0,0,0,0,1229,2,2,8,42,365,6,0,0,0,1,0,1,0,django/django
1,3,1,4,3,3,3,0,2,django__django-14500,3,1,0,0,0,1,1,5,0.7781512503836436,2,3,1017,0,0,0,0,1219,1,1,17,40,292,7,0,0,1,0,0,1,0,django/django
1,4,4,4,4,3,3,0,4,scikit-learn__scikit-learn-25102,4,4,1,1,1,2,7,29,1.4771212547196624,22,7,3888,0,0,1,0,4254,4,2,87,345,2534,59,0,0,1,0,1,0,0,scikit-learn/scikit-learn
1,3,4,4,4,3,3,0,4,sympy__sympy-20438,4,2,0,0,1,3,6,20,1.3222192947339193,12,8,2873,1,0,0,0,1164,2,1,13,123,1269,33,0,1,1,1,0,0,1,sympy/sympy
3,5,1,3,1,1,2,1,2,sympy__sympy-16766,1,2,1,1,1,1,1,5,0.7781512503836436,5,0,583,0,0,0,0,847,2,1,4,82,599,25,0,0,1,0,0,0,1,sympy/sympy
3,4,2,3,2,2,2,1,2,django__django-13512,2,1,1,1,1,2,3,5,0.7781512503836436,3,2,1256,0,0,0,0,1284,2,2,7,60,462,12,0,1,1,0,0,1,0,django/django
1,4,2,4,3,3,2,1,3,astropy__astropy-7606,2,0,1,0,1,1,2,10,1.0413926851582251,7,3,1062,0,0,0,0,545,1,1,7,103,1052,27,0,0,1,1,0,0,0,astropy/astropy
1,4,2,4,3,2,2,1,2,sympy__sympy-14976,2,2,0,0,1,1,1,7,0.9030899869919435,7,0,585,0,0,0,0,1587,4,2,10,78,680,22,0,1,1,0,0,0,1,sympy/sympy
3,5,1,4,2,3,2,1,2,django__django-14238,2,1,1,1,1,1,1,2,0.47712125471966244,1,1,627,0,0,0,0,1920,3,2,27,207,2590,46,0,0,0,1,0,1,0,django/django
3,5,1,2,1,1,2,1,1,django__django-10914,1,1,1,1,0,1,1,2,0.47712125471966244,1,1,582,0,0,0,0,591,1,1,2,151,1021,9,0,0,0,0,1,1,0,django/django
3,4,1,3,2,2,3,1,2,django__django-14404,1,1,1,1,0,1,1,5,0.7781512503836436,2,3,917,0,0,0,0,1843,1,1,36,34,304,8,0,1,1,0,1,1,0,django/django
3,4,1,3,3,2,2,1,2,psf__requests-6028,2,0,1,1,0,1,1,4,0.6989700043360189,4,0,454,0,0,0,0,728,1,1,8,151,1268,64,0,1,1,0,0,0,0,psf/requests
2,4,2,4,3,3,3,0,2,django__django-13569,3,2,1,1,1,1,1,3,0.6020599913279624,3,0,519,0,0,0,0,1035,1,1,15,245,1983,35,0,0,0,0,0,1,0,django/django
2,4,1,3,2,1,2,1,2,pylint-dev__pylint-4970,2,0,0,1,0,1,1,2,0.47712125471966244,2,0,520,0,0,0,0,694,1,1,8,91,618,15,0,0,0,0,0,0,0,pylint-dev/pylint
2,4,3,4,3,3,2,0,3,matplotlib__matplotlib-24870,2,0,0,1,1,2,5,33,1.5314789170422551,19,14,3653,0,0,1,0,1212,1,1,17,165,1150,23,0,1,1,0,0,0,0,matplotlib/matplotlib
1,4,3,4,3,3,2,1,2,matplotlib__matplotlib-25332,4,2,0,0,1,1,1,13,1.146128035678238,13,0,824,0,0,0,0,928,3,1,4,105,1004,67,0,0,1,1,0,0,0,matplotlib/matplotlib
1,5,1,3,2,2,2,1,2,sphinx-doc__sphinx-8595,2,1,0,0,1,1,1,2,0.47712125471966244,1,1,625,0,0,0,0,1328,2,2,43,90,676,48,0,0,1,0,0,0,0,sphinx-doc/sphinx
3,5,2,3,2,2,2,1,2,scikit-learn__scikit-learn-12973,1,1,1,1,0,1,3,10,1.0413926851582251,7,3,1465,0,0,0,0,1734,2,1,33,241,1575,13,0,1,1,0,1,0,0,scikit-learn/scikit-learn
3,5,1,3,2,2,2,1,2,django__django-17087,1,1,1,1,1,1,1,2,0.47712125471966244,1,1,555,0,0,0,0,974,2,1,13,100,1135,30,0,0,1,0,0,1,0,django/django
1,3,3,5,4,4,3,0,4,django__django-14351,4,2,1,0,1,1,1,9,1.0,9,0,770,0,0,0,0,744,1,1,8,698,8541,159,1,0,1,1,0,1,0,django/django
0,4,3,4,4,3,2,1,3,sympy__sympy-19954,3,1,1,0,1,1,1,9,1.0,5,4,1523,0,0,0,0,549,1,1,8,100,921,26,0,0,1,1,0,0,1,sympy/sympy
2,4,2,3,2,2,3,1,2,django__django-16100,2,0,1,1,0,1,1,20,1.3222192947339193,11,9,1677,0,0,0,0,3201,3,1,52,42,281,5,0,0,0,0,0,1,0,django/django
3,5,1,2,2,1,2,1,1,django__django-12143,1,0,1,1,0,1,1,4,0.6989700043360189,3,1,745,0,0,0,0,1508,1,1,20,173,1437,16,0,1,1,0,0,1,0,django/django
2,4,3,4,4,4,3,0,4,django__django-16950,4,0,1,1,1,1,1,8,0.9542425094393249,7,1,824,0,0,0,0,1676,2,1,24,196,1443,37,0,1,1,0,0,1,0,django/django
2,4,1,4,3,3,2,0,2,sphinx-doc__sphinx-10323,2,1,0,1,1,1,1,4,0.6989700043360189,2,2,728,0,0,0,0,965,1,1,13,263,3102,130,1,1,1,0,0,0,0,sphinx-doc/sphinx
3,4,2,3,2,2,2,1,2,django__django-12155,2,3,1,1,1,2,4,23,1.380211241711606,6,17,2268,0,0,1,0,2107,3,1,23,119,777,19,0,0,0,0,0,1,0,django/django
2,4,1,3,2,2,2,1,2,django__django-16116,2,1,1,1,0,1,2,9,1.0,6,3,1265,0,0,0,0,773,1,1,3,100,758,8,0,1,0,0,0,1,0,django/django
3,5,2,3,2,3,2,1,2,django__django-13590,2,0,1,1,0,1,1,6,0.8450980400142568,5,1,823,0,0,0,0,1677,3,1,10,132,859,10,0,0,0,1,0,1,0,django/django
3,5,1,3,2,2,2,1,2,django__django-17029,1,0,1,1,0,1,1,1,0.3010299956639812,1,0,426,0,0,0,0,834,1,1,11,95,878,12,0,1,0,0,0,1,0,django/django
1,4,3,4,4,3,3,0,3,sympy__sympy-22080,4,1,0,0,1,2,3,12,1.1139433523068367,10,2,1617,0,0,0,0,2056,3,3,18,101,645,25,0,0,1,0,0,0,1,sympy/sympy
1,4,2,4,3,3,2,1,3,django__django-15278,3,0,0,0,1,1,1,13,1.146128035678238,9,4,1128,0,0,0,0,951,1,1,12,112,1222,21,0,1,0,1,0,1,0,django/django
2,4,3,4,3,3,2,0,3,django__django-16454,2,2,1,1,1,1,2,10,1.0413926851582251,10,0,857,0,0,0,0,1990,2,2,37,216,2039,31,0,1,0,1,0,1,0,django/django
2,4,2,4,3,3,2,1,3,django__django-13343,2,1,1,1,0,1,2,4,0.6989700043360189,3,1,980,0,0,0,0,1150,2,1,13,170,1260,11,0,1,0,0,0,1,0,django/django
3,5,2,4,3,3,2,1,2,django__django-16136,2,0,1,1,1,1,1,11,1.0791812460476249,10,1,753,0,0,0,0,1590,2,1,23,204,2087,38,0,1,0,1,0,1,0,django/django
1,4,3,4,4,4,3,0,4,django__django-13158,4,1,0,0,1,1,2,3,0.6020599913279624,3,0,961,0,0,0,0,772,1,1,7,131,1176,27,0,0,0,0,0,1,0,django/django
2,4,3,3,3,3,3,0,3,pylint-dev__pylint-8898,2,2,1,1,1,3,5,32,1.5185139398778875,30,2,2614,1,0,1,0,2224,3,1,31,341,3455,81,1,0,1,1,0,0,0,pylint-dev/pylint
1,4,2,4,3,3,2,0,3,sympy__sympy-24066,3,0,1,0,1,1,1,7,0.9030899869919435,3,4,883,0,0,0,0,1185,1,1,21,57,605,19,0,0,1,1,0,0,1,sympy/sympy
3,5,1,3,2,1,2,1,2,django__django-14672,1,0,1,1,1,1,1,2,0.47712125471966244,1,1,511,0,0,0,0,3427,5,3,47,520,6760,103,1,0,0,1,0,1,0,django/django
3,5,1,4,2,3,2,1,2,sympy__sympy-23824,1,1,1,1,1,1,1,3,0.6020599913279624,1,2,632,0,0,0,0,785,1,1,8,226,2103,42,0,1,1,1,0,0,1,sympy/sympy
3,5,1,3,2,1,2,1,2,django__django-13363,1,1,1,1,1,1,2,4,0.6989700043360189,2,2,1025,0,0,0,0,1752,1,1,10,212,1676,26,0,1,1,0,1,1,0,django/django
3,5,2,3,2,2,2,1,3,scikit-learn__scikit-learn-14983,1,2,1,1,1,1,2,5,0.7781512503836436,5,0,927,0,0,0,0,873,1,1,11,110,1297,53,0,0,1,0,0,0,0,scikit-learn/scikit-learn
1,4,4,5,4,4,3,0,4,sphinx-doc__sphinx-7590,4,2,1,0,1,3,14,107,2.03342375548695,89,18,10055,1,0,1,1,3463,1,1,57,66,600,21,0,1,1,0,0,0,0,sphinx-doc/sphinx
3,4,3,4,3,3,2,0,3,matplotlib__matplotlib-14623,3,1,1,1,1,3,6,19,1.3010299956639813,17,2,3862,1,0,0,0,523,1,1,7,126,1117,40,0,1,1,0,0,0,0,matplotlib/matplotlib
3,5,1,3,2,1,2,1,2,django__django-16527,1,1,1,1,0,1,1,2,0.47712125471966244,1,1,581,0,0,0,0,2633,3,1,35,61,493,13,0,0,1,0,0,1,0,django/django
3,4,3,5,4,4,3,0,4,django__django-16032,2,3,1,1,1,2,5,11,1.0791812460476249,3,8,2191,0,0,0,0,1445,1,1,28,77,778,30,0,0,1,1,0,1,0,django/django
3,4,1,3,2,2,2,1,2,pydata__xarray-2905,1,0,1,1,1,1,1,3,0.6020599913279624,2,1,529,0,0,0,0,1131,2,1,9,256,2135,78,0,1,1,0,0,0,0,pydata/xarray
1,4,1,4,3,3,3,0,3,django__django-12708,3,0,1,0,1,1,1,7,0.9030899869919435,6,1,850,0,0,0,0,3447,3,2,37,156,959,13,0,0,0,1,0,1,0,django/django
2,4,2,4,3,2,3,1,2,django__django-15022,3,3,1,1,1,1,2,4,0.6989700043360189,3,1,1106,0,0,0,0,3534,4,2,48,139,1224,28,0,0,0,0,0,1,0,django/django
3,5,1,2,2,1,2,1,2,sympy__sympy-17655,1,2,1,1,1,1,1,4,0.6989700043360189,4,0,505,0,0,0,0,1187,4,1,4,199,1958,53,0,0,1,1,0,0,1,sympy/sympy
2,5,2,3,2,2,2,1,2,sphinx-doc__sphinx-9367,2,0,1,1,1,1,1,8,0.9542425094393249,5,3,759,0,0,0,0,641,1,1,3,58,511,17,0,1,1,0,0,0,0,sphinx-doc/sphinx
3,4,1,2,2,2,2,1,2,pylint-dev__pylint-7080,2,0,1,1,1,1,1,1,0.3010299956639812,1,0,417,0,0,0,0,1267,1,1,21,1892,24770,260,1,0,1,0,0,0,0,pylint-dev/pylint
2,4,3,3,3,2,2,1,3,astropy__astropy-8707,2,0,1,1,0,2,6,75,1.8808135922807914,66,9,5131,0,0,1,1,1407,2,1,24,120,840,9,0,1,0,0,0,0,0,astropy/astropy
1,4,4,5,4,4,3,0,4,django__django-11734,4,1,0,0,1,3,3,10,1.0413926851582251,4,6,2077,1,0,0,0,1810,3,1,14,87,832,29,0,0,0,1,0,1,0,django/django
2,4,3,4,3,2,2,1,3,pydata__xarray-4687,2,2,1,1,1,1,4,13,1.146128035678238,12,1,1539,0,0,0,0,1342,2,2,14,509,3990,171,1,1,1,0,0,0,0,pydata/xarray
3,5,2,3,2,2,2,1,2,astropy__astropy-7671,2,0,1,1,1,1,2,9,1.0,9,0,910,0,0,0,0,599,1,1,2,190,1916,58,0,1,1,1,0,0,0,astropy/astropy
3,5,2,2,2,1,2,1,3,django__django-11276,1,3,1,1,1,1,6,26,1.4313637641589874,5,21,2760,0,0,1,0,19182,31,14,75,146,1120,15,0,1,0,0,0,1,0,django/django
2,4,1,2,1,1,1,1,2,pallets__flask-5014,1,0,0,1,0,1,1,3,0.6020599913279624,3,0,390,0,0,0,0,465,1,1,5,35,195,4,0,0,0,0,0,0,0,pallets/flask
3,5,2,3,2,2,2,1,3,django__django-11333,2,3,1,1,0,2,3,10,1.0413926851582251,7,3,1236,0,0,0,0,1109,2,1,12,202,1493,13,0,0,0,0,0,1,0,django/django
1,4,1,4,3,3,3,0,3,django__django-11299,4,1,0,0,1,1,1,2,0.47712125471966244,1,1,666,0,0,0,0,2870,2,2,38,339,3040,53,0,0,1,0,0,1,0,django/django
1,2,2,4,3,3,2,1,3,django__django-16819,3,2,0,0,0,1,1,5,0.7781512503836436,5,0,641,0,0,0,0,696,1,1,14,14,146,5,0,0,0,0,0,1,0,django/django
3,5,1,2,2,1,2,1,1,pydata__xarray-4629,1,1,1,1,1,1,1,2,0.47712125471966244,1,1,471,0,0,0,0,709,1,1,7,342,2659,92,1,1,1,0,0,0,0,pydata/xarray
1,4,3,4,4,3,3,0,3,django__django-11149,3,1,0,0,1,1,1,56,1.7558748556724915,30,26,4267,0,0,1,1,5333,4,2,54,106,783,17,0,1,0,0,0,1,0,django/django
2,4,3,4,3,3,3,0,3,django__django-14170,3,1,1,0,1,2,2,38,1.591064607026499,30,8,3448,0,0,1,0,2024,2,1,19,195,1739,20,0,1,1,0,0,1,0,django/django
1,5,1,4,3,3,2,1,2,pytest-dev__pytest-7521,3,0,1,0,1,1,1,1,0.3010299956639812,1,0,446,0,0,0,0,543,1,1,6,356,3893,115,1,1,1,1,0,0,0,pytest-dev/pytest
3,5,1,2,2,1,2,1,2,django__django-13089,1,0,1,1,0,1,1,9,1.0,6,3,869,0,0,0,0,971,1,1,14,124,1578,28,0,1,1,0,0,1,0,django/django
3,5,2,4,3,4,3,0,2,django__django-13820,1,0,1,1,0,1,1,14,1.1760912590556813,9,5,1408,0,0,0,0,1874,2,1,30,318,2102,16,0,0,0,0,1,1,0,django/django
3,4,2,4,3,3,3,1,3,django__django-13344,2,3,1,1,1,3,7,32,1.5185139398778875,12,20,5088,1,0,1,0,7843,7,3,107,159,1361,22,0,1,0,0,0,1,0,django/django
2,5,1,3,2,2,2,1,2,scikit-learn__scikit-learn-10908,2,0,1,1,1,1,1,3,0.6020599913279624,3,0,525,0,0,0,0,1677,3,1,17,250,2035,54,0,0,1,1,0,0,0,scikit-learn/scikit-learn
2,4,3,4,3,2,3,1,3,django__django-11400,2,2,1,1,0,3,4,26,1.4313637641589874,19,7,3224,1,0,1,0,6720,6,2,104,88,799,8,0,1,0,0,0,1,0,django/django
0,3,4,5,4,4,3,0,4,django__django-13128,4,3,0,0,1,1,3,43,1.6434526764861874,24,19,3354,0,0,1,0,5655,9,1,50,36,422,12,0,0,0,1,0,1,0,django/django
3,4,2,4,3,3,2,1,3,django__django-15382,2,0,1,1,1,1,1,19,1.3010299956639813,12,7,959,0,0,0,0,545,1,1,7,51,407,13,0,0,1,0,0,1,0,django/django
3,4,3,3,3,2,2,1,3,sympy__sympy-12489,2,3,1,1,0,1,26,84,1.9294189257142926,42,42,9648,0,0,1,1,2074,1,1,46,169,1214,11,0,0,0,0,0,0,1,sympy/sympy
2,4,2,4,3,3,2,0,3,astropy__astropy-8872,2,1,1,1,1,1,3,11,1.0791812460476249,4,7,1674,0,0,0,0,963,1,1,11,111,887,35,0,0,1,0,0,0,0,astropy/astropy
3,5,1,2,2,1,2,1,2,astropy__astropy-14365,1,1,0,1,1,1,2,4,0.6989700043360189,2,2,955,0,0,0,0,1194,2,1,15,202,1339,49,0,0,1,1,0,0,0,astropy/astropy
2,4,2,4,2,2,2,1,3,django__django-11292,2,2,1,1,0,1,4,11,1.0791812460476249,8,3,1713,0,0,0,0,802,1,1,10,63,401,5,0,0,0,0,0,1,0,django/django
3,5,2,3,2,1,2,1,2,sympy__sympy-18211,1,0,1,1,1,1,1,9,1.0,8,1,933,0,0,0,0,1319,2,1,9,69,832,15,0,1,1,0,0,0,1,sympy/sympy
3,5,1,4,2,3,2,1,3,django__django-15814,1,1,1,1,1,1,1,1,0.3010299956639812,1,0,598,0,0,0,0,700,1,1,6,199,2646,54,0,0,0,1,0,1,0,django/django
1,4,3,4,3,3,3,0,4,django__django-12406,3,0,0,0,1,2,3,17,1.255272505103306,10,7,2165,0,0,0,0,3151,3,3,54,124,1066,22,0,0,0,0,0,1,0,django/django
3,4,4,5,4,4,4,0,4,astropy__astropy-13398,3,4,1,1,1,4,8,215,2.3344537511509307,202,13,13884,1,1,1,1,7533,5,1,164,659,5323,90,1,1,1,0,1,0,0,astropy/astropy
3,4,1,3,2,2,2,1,2,sympy__sympy-23950,2,1,1,1,1,1,1,2,0.47712125471966244,1,1,293,0,0,0,0,748,1,1,7,87,766,19,0,1,1,1,0,0,1,sympy/sympy
0,4,3,4,3,3,3,0,4,sphinx-doc__sphinx-9229,4,0,0,0,1,1,2,17,1.255272505103306,15,2,1666,0,0,0,0,922,2,2,15,511,3824,93,1,1,1,0,0,0,0,sphinx-doc/sphinx
2,4,1,3,2,2,2,1,2,psf__requests-5414,2,0,1,0,1,1,1,2,0.47712125471966244,1,1,511,0,0,0,0,516,1,1,2,162,1428,60,0,1,1,1,0,0,0,psf/requests
2,4,2,3,3,2,2,1,2,psf__requests-1142,2,0,0,1,1,1,1,3,0.6020599913279624,2,1,743,0,0,0,0,638,1,1,7,58,381,13,0,1,0,0,0,0,0,psf/requests
1,4,3,4,3,3,2,0,3,sphinx-doc__sphinx-9602,4,0,0,0,1,1,3,12,1.1139433523068367,10,2,1732,0,0,0,0,1365,1,1,21,185,1373,59,0,1,1,0,0,0,0,sphinx-doc/sphinx
3,4,2,4,3,3,3,1,2,matplotlib__matplotlib-25122,2,1,1,1,1,1,2,8,0.9542425094393249,4,4,1300,0,0,0,0,2614,3,1,31,106,1084,56,0,1,1,0,0,0,0,matplotlib/matplotlib
2,4,3,4,4,3,3,0,3,django__django-14053,3,1,1,0,1,1,2,19,1.3010299956639813,15,4,2122,0,0,0,0,731,1,1,2,372,3108,29,0,1,0,0,0,1,0,django/django
3,5,1,3,2,2,2,1,2,django__django-12304,1,0,0,1,1,1,1,1,0.3010299956639812,1,0,510,0,0,0,0,859,2,1,6,85,580,10,0,0,1,0,0,1,0,django/django
2,4,3,4,4,3,3,0,4,django__django-12754,3,0,1,1,1,1,1,10,1.0413926851582251,10,0,1377,0,0,0,0,1549,1,1,25,117,860,17,0,0,0,1,0,1,0,django/django
1,4,1,3,2,2,2,1,2,sphinx-doc__sphinx-7889,2,0,1,0,1,1,1,4,0.6989700043360189,2,2,679,0,0,0,0,963,3,1,12,136,1166,31,0,1,1,0,0,0,0,sphinx-doc/sphinx
2,4,2,3,3,2,2,1,2,django__django-11206,2,0,1,1,1,1,1,8,0.9542425094393249,8,0,831,0,0,0,0,599,1,1,2,91,698,11,0,0,0,0,0,1,0,django/django
1,4,3,4,4,3,3,0,4,sphinx-doc__sphinx-8551,4,0,0,0,1,2,2,3,0.6020599913279624,3,0,1205,0,0,0,0,2432,1,1,47,246,1874,65,0,0,1,0,0,0,0,sphinx-doc/sphinx
